0.0,21.0,0.0,3.0,1.0,4.0,11.0,0.0,8.0,32.0,5.0,6.0,38.0,2.0,10.0,30.0,0.0,62.0,0.0,50.0,0.0,4.0,1.0,3.0,5.0,61.0,23.0,195.0,17.0,39.0,9.0,123.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,17.0,69.0,53.0,14.0,10.0,10.0,0.0,0.0,11.0,4.0,53.0,435.0,0.0,51.0,4.0,1.0,3.0,0.0,12.0,0.0,116.0,2.0,2.0,6.0,48.0,0.0,0.0,7.0,16.0,4.0,41.0,84.0,3.0,9.0,7.0,3.0,9.0,27.0,7.0,88.0,1.0,4.0,61.0,4.0,3.0,94.0,2.0,52.0,37.0,28.0,2.0,9.0,14.0,5.0,2.0,3.0,1.0,0.0,69.0,1.0,0.0,11.0,0.0,7.0,2.0,0.0,24.0,11.0,0.0,0.0,41.0
35.0,0.0,4.0,14.0,4.0,391.0,24.0,2.0,6.0,54.0,7.0,14.0,61.0,11.0,14.0,7.0,0.0,67.0,5.0,89.0,0.0,7.0,1.0,5.0,10.0,12.0,19.0,86.0,26.0,60.0,6.0,44.0,9.0,1.0,6.0,3.0,0.0,0.0,14.0,6.0,1.0,12.0,20.0,85.0,4.0,11.0,28.0,0.0,57.0,45.0,11.0,54.0,98.0,1.0,25.0,13.0,0.0,10.0,16.0,20.0,3.0,57.0,5.0,60.0,10.0,28.0,24.0,0.0,13.0,54.0,33.0,25.0,66.0,1.0,9.0,29.0,0.0,14.0,20.0,29.0,0.0,6.0,9.0,43.0,39.0,0.0,61.0,21.0,31.0,10.0,25.0,6.0,28.0,14.0,118.0,0.0,2.0,3.0,1.0,90.0,6.0,0.0,38.0,6.0,16.0,23.0,34.0,44.0,34.0,12.0,0.0,37.0
6.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,61.0,1.0,4.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,5.0,1.0,5.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,7.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,3.0,10.0,0.0,5.0,0.0,0.0,1.0,2.0,3.0,1.0,6.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,8.0,4.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,5.0,28.0,0.0,6.0,0.0,2.0,0.0,5.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,4.0,1.0,1.0,1.0,0.0,6.0,0.0,2.0,0.0,2.0
0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,3.0,0.0,2.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
3.0,4.0,1.0,0.0,0.0,1.0,5.0,0.0,3.0,50.0,1.0,7.0,11.0,1.0,4.0,1.0,0.0,35.0,0.0,16.0,0.0,1.0,4.0,1.0,1.0,0.0,6.0,39.0,13.0,13.0,1.0,8.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,3.0,2.0,4.0,5.0,13.0,6.0,8.0,1.0,0.0,5.0,3.0,22.0,8.0,1.0,9.0,0.0,0.0,0.0,0.0,4.0,0.0,19.0,1.0,0.0,1.0,9.0,0.0,0.0,3.0,16.0,1.0,6.0,36.0,1.0,1.0,1.0,0.0,2.0,9.0,3.0,1.0,5.0,1.0,16.0,0.0,0.0,16.0,4.0,0.0,3.0,10.0,1.0,1.0,6.0,1.0,0.0,0.0,1.0,8.0,24.0,0.0,0.0,4.0,1.0,2.0,1.0,0.0,17.0,6.0,2.0,2.0,3.0
11.0,23.0,3.0,0.0,3.0,0.0,12.0,1.0,6.0,10.0,1.0,1.0,10.0,2.0,2.0,0.0,0.0,31.0,1.0,15.0,0.0,2.0,4.0,3.0,1.0,3.0,11.0,16.0,6.0,12.0,1.0,9.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,9.0,10.0,11.0,3.0,3.0,4.0,1.0,3.0,6.0,12.0,18.0,26.0,2.0,17.0,1.0,1.0,2.0,3.0,2.0,1.0,28.0,1.0,5.0,4.0,13.0,178.0,1.0,1.0,10.0,1.0,6.0,24.0,1.0,3.0,182.0,2.0,8.0,2.0,6.0,0.0,3.0,3.0,18.0,2.0,0.0,46.0,1.0,20.0,4.0,7.0,1.0,9.0,6.0,9.0,3.0,29.0,1.0,2.0,13.0,1.0,0.0,3.0,4.0,4.0,3.0,4.0,5.0,6.0,1.0,1.0,17.0
22.0,22.0,1.0,1.0,16.0,13.0,0.0,29.0,10.0,115.0,18.0,4.0,229.0,13.0,32.0,8.0,0.0,217.0,2.0,50.0,0.0,22.0,3.0,5.0,15.0,15.0,35.0,224.0,73.0,273.0,2.0,70.0,4.0,14.0,7.0,2.0,0.0,2.0,19.0,2.0,5.0,6.0,57.0,137.0,30.0,12.0,19.0,2.0,0.0,34.0,155.0,37.0,116.0,3.0,54.0,3.0,6.0,8.0,16.0,49.0,1.0,106.0,17.0,8.0,22.0,25.0,0.0,1.0,10.0,88.0,6.0,46.0,235.0,1.0,29.0,45.0,0.0,71.0,26.0,41.0,9.0,10.0,11.0,86.0,26.0,0.0,161.0,14.0,341.0,8.0,41.0,8.0,119.0,56.0,41.0,1.0,1.0,2.0,1.0,87.0,5.0,0.0,43.0,2.0,9.0,164.0,3.0,49.0,18.0,1.0,0.0,83.0
1.0,3.0,1.0,2.0,0.0,1.0,2.0,0.0,2.0,9.0,1.0,2.0,14.0,2.0,4.0,2.0,1.0,5.0,1.0,5.0,0.0,1.0,1.0,1.0,0.0,2.0,6.0,10.0,8.0,13.0,1.0,11.0,1.0,3.0,3.0,1.0,0.0,0.0,2.0,2.0,6.0,2.0,0.0,2.0,2.0,3.0,1.0,2.0,1.0,4.0,0.0,16.0,9.0,0.0,3.0,2.0,2.0,6.0,0.0,8.0,1.0,1.0,1.0,1.0,0.0,8.0,0.0,0.0,3.0,8.0,6.0,10.0,15.0,0.0,3.0,1.0,1.0,1.0,3.0,20.0,1.0,1.0,1.0,4.0,7.0,1.0,7.0,1.0,4.0,1.0,2.0,1.0,3.0,4.0,1.0,0.0,6.0,1.0,2.0,3.0,1.0,0.0,1.0,1.0,3.0,14.0,2.0,3.0,5.0,2.0,3.0,6.0
5.0,11.0,2.0,7.0,5.0,6.0,39.0,1.0,0.0,40.0,2.0,5.0,69.0,4.0,20.0,1.0,0.0,243.0,0.0,9.0,0.0,10.0,0.0,3.0,7.0,17.0,34.0,82.0,29.0,39.0,4.0,75.0,2.0,1.0,5.0,5.0,0.0,0.0,4.0,0.0,2.0,2.0,16.0,172.0,893.0,11.0,9.0,2.0,0.0,34.0,33.0,69.0,110.0,2.0,19.0,1.0,0.0,9.0,12.0,27.0,0.0,91.0,7.0,2.0,1.0,24.0,0.0,1.0,0.0,84.0,1.0,29.0,344.0,0.0,3.0,11.0,0.0,10.0,5.0,39.0,2.0,13.0,2.0,35.0,18.0,27.0,43.0,1.0,58.0,8.0,19.0,4.0,13.0,21.0,1.0,0.0,0.0,0.0,0.0,541.0,2.0,0.0,23.0,1.0,2.0,1.0,0.0,37.0,4.0,13.0,0.0,176.0
42.0,164.0,5.0,0.0,54.0,8.0,115.0,2.0,77.0,0.0,16.0,42.0,217.0,15.0,43.0,21.0,2.0,249.0,1.0,66.0,0.0,44.0,38.0,4.0,19.0,22.0,74.0,418.0,1637.0,1910.0,6.0,174.0,3.0,8.0,52.0,7.0,1.0,0.0,23.0,3.0,6.0,38.0,30.0,156.0,287.0,30.0,131.0,2.0,3.0,54.0,61.0,335.0,254.0,2.0,132.0,6.0,4.0,13.0,343.0,40.0,3.0,466.0,12.0,48.0,162.0,296.0,1.0,2.0,10.0,933.0,16.0,51.0,302.0,24.0,23.0,16.0,0.0,50.0,34.0,29.0,0.0,35.0,3.0,114.0,105.0,2.0,329.0,10.0,93.0,13.0,32.0,13.0,39.0,200.0,13.0,1.0,3.0,3.0,28.0,8420.0,5.0,0.0,134.0,17.0,33.0,223.0,1.0,132.0,28.0,10.0,5.0,1059.0
