city,state,censdist,year,sworn,civil,elecyear,governor,murder,rape,robbery,assault,burglary,larceny,auto,rincpc,econgrow,unemp,citypop,term2,term3,term4,a0_5,a5_9,a10_14,a15_19,a20_24,a25_29,citybla,cityfemh,sta_educ,sta_welf,price,termlim,mayor,web,total_crime,murder_level,rape_level,robbery_level,assault_level,burglary_level,larceny_level,auto_level,total_crime_level
1,31.0,85.0,1970,370.0,124.0,0.0,1.0,19809.0,95.0,433.0,893.0,5235.0,11302.0,1832.0,8.105667114257812,0.02960610389709473,0.07796996831893921,245000.0,0.0,0.0,1.0,0.09088623523712158,0.1118358969688416,0.1157247424125671,0.1014865040779114,0.08953768014907837,0.07241421937942505,2.19999885559082,12.29999542236328,829.89697265625,157.2164306640625,0.3879997730255127,0.0,0,0,19809.0,0,0,0,0,0,0,0,0
1,31.0,85.0,1971,377.0,197.0,0.0,0.0,23710.0,103.0,667.0,988.0,6232.0,13701.0,1988.0,8.330863952636719,0.02740335464477539,0.08147996664047241,254666.625,0.0,0.0,1.0,0.0891680121421814,0.1069518327713013,0.1112245321273804,0.1011170744895935,0.09154748916625977,0.07590007781982422,2.229999542236328,12.18999481201172,834.56787109375,172.8394775390625,0.4049999713897705,1.0,0,0,23710.0,0,0,0,0,0,1,0,0
1,31.0,85.0,1972,389.0,155.0,0.0,0.0,23474.0,154.0,857.0,1159.0,7023.0,12553.0,1705.0,8.846885681152344,0.06009888648986816,0.07466000318527222,251200.0,0.0,0.0,1.0,0.08755320310592651,0.1023615002632141,0.1069950461387634,0.1007698774337769,0.09343641996383667,0.07917630672454834,2.259998321533203,12.07999420166016,846.8896484375,179.42578125,0.4179999828338623,1.0,0,0,23474.0,0,0,0,0,0,0,0,0
1,31.0,85.0,1973,447.0,137.0,1.0,0.0,22680.0,169.0,909.0,1157.0,6942.0,11852.0,1623.0,9.182426452636719,0.03722620010375977,0.07383996248245239,262404.0,0.0,0.0,1.0,0.08603262901306152,0.09803932905197144,0.1030125021934509,0.1004429459571838,0.09521502256393433,0.08226120471954346,2.289999008178711,11.96999359130859,828.82861328125,173.42333984375,0.4439997673034668,1.0,1,0,22680.0,0,0,0,0,0,0,0,0
1,31.0,85.0,1974,486.0,161.0,0.0,1.0,22694.0,183.0,803.0,877.0,6547.0,12781.0,1472.0,9.103446960449219,-0.008638858795166016,0.08271998167037964,278100.0,0.0,0.0,1.0,0.0845983624458313,0.09396231174468994,0.09925597906112671,0.100134551525116,0.09689271450042725,0.08517110347747803,2.319999694824219,11.85999298095703,778.904296875,160.243408203125,0.492999792098999,1.0,0,0,22694.0,0,0,0,0,0,0,0,0
1,31.0,85.0,1975,509.0,159.0,0.0,0.0,25313.0,181.0,819.0,1353.0,7792.0,13720.0,1418.0,9.197021484375,0.01022696495056152,0.1001799702644348,286238.0,0.0,0.0,1.0,0.08324319124221802,0.09011030197143555,0.09570670127868652,0.09984314441680908,0.09847784042358398,0.08792036771774292,2.349998474121094,11.75,842.00732421875,144.9813232421875,0.5379996299743652,1.0,0,0,25313.0,0,0,0,1,1,1,0,0
1,31.0,85.0,1976,496.0,184.0,0.0,0.0,28426.0,186.0,871.0,1335.0,7790.0,16725.0,1491.0,9.497360229492188,0.03213381767272949,0.09226995706558228,292265.0,0.0,0.0,1.0,0.08196079730987549,0.08646506071090698,0.09234797954559326,0.09956741333007812,0.09997785091400146,0.09052205085754395,2.379999160766602,11.63999938964844,871.70458984375,145.869873046875,0.5689997673034668,1.0,0,0,28426.0,0,0,0,1,1,1,0,0
1,31.0,85.0,1977,491.0,214.0,1.0,0.0,23955.0,207.0,754.0,1398.0,6568.0,13833.0,1164.0,9.846534729003906,0.03610539436340332,0.07752996683120728,292341.0,0.0,0.0,1.0,0.08074545860290527,0.08301049470901489,0.08916491270065308,0.09930610656738281,0.1013994812965393,0.09298771619796753,2.409999847412109,11.52999877929688,891.0888671875,151.815185546875,0.6059999465942383,1.0,1,0,23955.0,0,1,0,1,0,1,0,0
1,31.0,85.0,1978,465.0,188.0,0.0,1.0,22866.0,187.0,694.0,1516.0,6191.0,12910.0,1331.0,10.31901550292969,0.04686903953552246,0.05674999952316284,291834.0,0.0,0.0,1.0,0.07959204912185669,0.07973188161849976,0.08614403009414673,0.09905815124511719,0.1027485728263855,0.09532773494720459,2.439998626708984,11.41999816894531,904.90771484375,144.1717529296875,0.6519999504089355,1.0,0,0,22866.0,0,0,0,1,0,0,0,0
1,31.0,85.0,1979,472.0,250.0,0.0,0.0,27341.0,215.0,815.0,1602.0,7298.0,15613.0,1751.0,10.27685546875,-0.00409388542175293,0.06641995906829834,302120.0,0.0,0.0,1.0,0.07849597930908203,0.07661622762680054,0.08327323198318481,0.09882247447967529,0.1040306687355042,0.09755146503448486,2.469999313354492,11.30999755859375,911.845703125,161.156982421875,0.7259998321533203,1.0,0,0,27341.0,0,1,0,1,0,1,0,0
1,31.0,85.0,1980,499.0,306.0,0.0,0.0,29326.0,225.0,993.0,1740.0,8081.0,16808.0,1429.0,9.913833618164062,-0.03596353530883789,0.07466995716094971,328837.0,0.0,0.0,1.0,0.07745307683944702,0.07365167140960693,0.08054167032241821,0.09859824180603027,0.1052506566047668,0.09966737031936646,2.5,11.19999694824219,862.86376953125,155.3397216796875,0.8239998817443848,1.0,0,0,29326.0,1,1,0,1,1,1,0,1
1,31.0,85.0,1981,557.0,241.0,1.0,0.0,30614.0,213.0,1107.0,1620.0,9074.0,16984.0,1571.0,9.925186157226562,0.001144886016845703,0.07266998291015625,336840.0,0.0,0.0,1.0,0.07760196924209595,0.07397240400314331,0.07914745807647705,0.09509402513504028,0.1020721197128296,0.09889918565750122,2.549999237060547,11.28999328613281,874.58740234375,166.1165771484375,0.9089999198913574,1.0,1,0,30614.0,1,1,0,1,1,1,0,1
1,31.0,85.0,1982,564.0,289.0,0.0,1.0,29214.0,199.0,926.0,1508.0,7980.0,17214.0,1361.0,9.851814270019531,-0.007420539855957031,0.09224998950958252,344962.0,0.0,0.0,1.0,0.07774662971496582,0.07428401708602905,0.07779276371002197,0.09168928861618042,0.09898382425308228,0.09815281629562378,2.599998474121094,11.37999725341797,879.57958984375,167.28662109375,0.9649996757507324,1.0,0,0,29214.0,1,1,0,1,1,1,0,1
1,31.0,85.0,1983,592.0,299.0,0.0,0.0,29250.0,206.0,909.0,1815.0,7733.0,17087.0,1476.0,9.882530212402344,0.003113031387329102,0.1018299460411072,355163.0,0.0,0.0,1.0,0.07788723707199097,0.07458692789077759,0.07647603750228882,0.08837991952896118,0.09598201513290405,0.09742730855941772,2.649999618530273,11.46999359130859,908.7705078125,159.697265625,0.995999813079834,1.0,0,0,29250.0,1,1,0,1,1,1,0,1
1,31.0,85.0,1984,620.0,308.0,0.0,0.0,31408.0,210.0,1215.0,2162.0,8686.0,17485.0,1622.0,10.11391448974609,0.02314424514770508,0.07482999563217163,356366.0,0.0,0.0,1.0,0.07802397012710571,0.07488143444061279,0.07519572973251343,0.08516192436218262,0.0930631160736084,0.09672188758850098,2.69999885559082,11.55999755859375,902.39404296875,162.660400390625,1.038999557495117,1.0,0,0,31408.0,1,1,1,2,1,1,0,1
