year,sworn,civil,murder,rape,robbery,assault,burglary,larceny,auto,citypop,term2,term4,a0_5,a5_9,a10_14,a15_19,citybla,cityfemh,price,total_crime,murder_level,rape_level,robbery_level,assault_level,burglary_level,larceny_level,auto_level,total_crime_level
1977,733.0,102.0,30965.0,259.0,1819.0,787.0,7752.0,18658.0,1637.0,365640.0,1.0,0.0,0.0786932110786438,0.08366036415100098,0.08629870414733887,0.09672164916992188,16.31999206542969,12.90999603271484,0.6059999465942383,30965.0,1,1,1,0,1,1,0,1
1978,564.0,113.0,29411.0,209.0,1513.0,732.0,7588.0,17569.0,1765.0,367592.0,1.0,0.0,0.07753849029541016,0.08176672458648682,0.08384829759597778,0.09637022018432617,16.67999267578125,12.93999481201172,0.6519999504089355,29411.0,1,1,1,0,0,1,0,1
1979,702.0,79.0,32603.0,253.0,1784.0,882.0,8423.0,19372.0,1842.0,359831.0,1.0,0.0,0.07638716697692871,0.07987850904464722,0.08140498399734497,0.09601986408233643,17.03999328613281,12.96999359130859,0.7259998321533203,32603.0,1,1,1,0,1,1,0,1
1980,553.0,56.0,34047.0,242.0,2019.0,859.0,9952.0,19082.0,1842.0,354558.0,1.0,0.0,0.07523912191390991,0.07799577713012695,0.07896870374679565,0.09567046165466309,17.39999389648438,13.0,0.8239998817443848,34047.0,1,1,1,0,1,1,0,1
1981,536.0,43.0,34090.0,229.0,1776.0,655.0,9929.0,19737.0,1713.0,354861.0,1.0,0.0,0.07536089420318604,0.07759934663772583,0.07808595895767212,0.09422546625137329,17.62998962402344,13.26999664306641,0.9089999198913574,34090.0,1,1,1,0,1,1,0,1
1982,655.0,40.0,30237.0,215.0,1473.0,684.0,8435.0,17428.0,1978.0,355355.0,1.0,0.0,0.07548266649246216,0.07720261812210083,0.07720261812210083,0.09277945756912231,17.86000061035156,13.53999328613281,0.9649996757507324,30237.0,1,1,1,0,1,1,0,1
1983,753.0,53.0,30889.0,224.0,1411.0,749.0,8335.0,18133.0,2001.0,353872.0,1.0,0.0,0.07560461759567261,0.0768057107925415,0.07631874084472656,0.09133255481719971,18.08999633789062,13.80999755859375,0.995999813079834,30889.0,1,1,1,0,1,1,0,1
1984,747.0,54.0,26268.0,215.0,1095.0,936.0,6285.0,15572.0,2131.0,349349.0,1.0,0.0,0.07572656869888306,0.0764085054397583,0.07543426752090454,0.0898846983909607,18.31999206542969,14.07999420166016,1.038999557495117,26268.0,0,1,0,0,0,1,0,0
1985,758.0,52.0,24934.0,236.0,970.0,926.0,5861.0,15042.0,1872.0,343677.0,1.0,0.0,0.07584857940673828,0.07601100206375122,0.07454925775527954,0.08843588829040527,18.54998779296875,14.34999847412109,1.07599925994873,24934.0,0,1,0,0,0,1,0,0
1986,754.0,56.0,27415.0,297.0,1120.0,1022.0,5992.0,16185.0,2778.0,343939.0,1.0,0.0,0.07597070932388306,0.07561331987380981,0.07366365194320679,0.08698618412017822,18.77999877929688,14.6199951171875,1.095999717712402,27415.0,0,1,0,0,0,1,1,0
1987,761.0,56.0,29356.0,360.0,1299.0,1075.0,6964.0,16736.0,2889.0,344963.0,1.0,0.0,0.07609295845031738,0.07521533966064453,0.07277750968933105,0.08553546667098999,19.00999450683594,14.88999938964844,1.13599967956543,29356.0,1,2,1,0,0,1,1,1
1989,706.0,55.0,32680.0,392.0,1583.0,1273.0,7431.0,17124.0,4836.0,342418.0,1.0,0.0,0.07633757591247559,0.07441854476928711,0.07100337743759155,0.08263128995895386,19.46998596191406,15.43000030517578,1.239999771118164,32680.0,1,2,1,1,0,1,2,1
1990,671.0,52.0,31994.0,422.0,1748.0,1334.0,6268.0,17571.0,4614.0,332943.0,1.0,0.0,0.07646006345748901,0.07401984930038452,0.07011544704437256,0.08117777109146118,19.69999694824219,15.69999694824219,1.306999206542969,31994.0,1,2,1,1,0,1,2,1
1970,338.0,91.0,17173.0,72.0,347.0,387.0,3782.0,10819.0,1713.0,263000.0,0.0,1.0,0.0814213752746582,0.09625065326690674,0.1038052439689636,0.09736984968185425,3.399999618530273,11.0,0.3880000114440918,17173.0,0,0,0,0,0,0,0,0
1971,384.0,104.0,17427.0,91.0,383.0,465.0,3704.0,11412.0,1353.0,278000.0,0.0,1.0,0.08005863428115845,0.09253531694412231,0.09962671995162964,0.09648090600967407,3.429998397827148,10.91999816894531,0.4049999713897705,17427.0,0,0,0,0,0,0,0,0
1972,432.0,111.0,19239.0,102.0,481.0,412.0,4324.0,12499.0,1409.0,275554.0,0.0,1.0,0.07881873846054077,0.08915477991104126,0.09582483768463135,0.09567207098007202,3.459999084472656,10.83999633789062,0.4179999828338623,19239.0,0,0,0,0,0,0,0,0
1973,484.0,144.0,21095.0,84.0,585.0,582.0,4926.0,13326.0,1564.0,281864.0,0.0,1.0,0.07768571376800537,0.08606576919555664,0.0923507809638977,0.09493297338485718,3.489999771118164,10.75999450683594,0.4440000057220459,21095.0,0,0,0,0,0,0,0,0
1974,496.0,147.0,28608.0,153.0,754.0,807.0,8924.0,15905.0,2040.0,327407.0,0.0,1.0,0.07664638757705688,0.0832321047782898,0.0891638994216919,0.09425497055053711,3.519998550415039,10.68000030517578,0.492999792098999,28608.0,0,0,0,0,1,1,0,0
1975,506.0,170.0,31699.0,137.0,707.0,943.0,10798.0,17091.0,2000.0,340500.0,0.0,1.0,0.07568961381912231,0.08062344789505005,0.08623009920120239,0.093630850315094,3.549999237060547,10.59999847412109,0.5379996299743652,31699.0,1,0,0,0,1,1,0,1
1976,510.0,184.0,31439.0,136.0,554.0,750.0,10116.0,18028.0,1831.0,340927.0,0.0,1.0,0.0748058557510376,0.07821393013000488,0.08352023363113403,0.09305435419082642,3.579999923706055,10.51999664306641,0.5689997673034668,31439.0,1,0,0,0,1,1,0,1
1977,515.0,179.0,32025.0,116.0,550.0,877.0,10841.0,17692.0,1914.0,306500.0,0.0,1.0,0.07398706674575806,0.07598167657852173,0.08100974559783936,0.09252023696899414,3.60999870300293,10.43999481201172,0.6059999465942383,32025.0,1,0,0,0,2,1,0,1
1978,538.0,178.0,29111.0,155.0,584.0,889.0,8460.0,17126.0,1871.0,309200.0,0.0,1.0,0.0732264518737793,0.07390779256820679,0.07867729663848877,0.09202402830123901,3.639999389648438,10.35999298095703,0.6519999504089355,29111.0,1,0,0,0,1,1,0,1
1979,546.0,191.0,30799.0,184.0,697.0,1134.0,7793.0,19009.0,1968.0,315978.0,0.0,1.0,0.07251787185668945,0.0719759464263916,0.07650470733642578,0.09156179428100586,3.670000076293945,10.27999877929688,0.7259998321533203,30799.0,1,0,0,0,1,1,0,1
1980,571.0,202.0,35947.0,174.0,655.0,1717.0,9392.0,21976.0,1995.0,331506.0,0.0,1.0,0.07185626029968262,0.07017213106155396,0.07447600364685059,0.09113019704818726,3.69999885559082,10.19999694824219,0.8239998817443848,35947.0,1,0,0,1,1,2,0,1
1981,571.0,186.0,37241.0,163.0,872.0,1747.0,10521.0,22126.0,1784.0,340985.0,0.0,1.0,0.07241547107696533,0.07028907537460327,0.0733189582824707,0.0889245867729187,3.759998321533203,10.41999816894531,0.9089999198913574,37241.0,1,0,0,1,1,2,0,1
1982,557.0,182.0,35925.0,236.0,910.0,1748.0,9481.0,21803.0,1716.0,349165.0,0.0,1.0,0.07294780015945435,0.0704004168510437,0.07221746444702148,0.08682483434677124,3.819999694824219,10.63999938964844,0.9649996757507324,35925.0,1,1,0,1,1,2,0,1
1983,555.0,204.0,34963.0,253.0,766.0,1731.0,9568.0,20954.0,1665.0,361739.0,0.0,1.0,0.07345521450042725,0.07050657272338867,0.07116758823394775,0.08482354879379272,3.879999160766602,10.85999298095703,0.995999813079834,34963.0,1,1,0,1,1,2,0,1
1984,577.0,188.0,35616.0,282.0,809.0,1843.0,9909.0,20292.0,2456.0,372146.0,0.0,1.0,0.07393932342529297,0.07060778141021729,0.07016587257385254,0.08291405439376831,3.939998626708984,11.07999420166016,1.038999557495117,35616.0,1,1,0,1,1,2,0,1
1985,647.0,207.0,38249.0,297.0,1051.0,2333.0,9914.0,22586.0,2036.0,381473.0,0.0,1.0,0.07440179586410522,0.07070451974868774,0.0692090392112732,0.0810900330543518,4.0,11.29999542236328,1.07599925994873,38249.0,1,1,0,2,1,2,0,1
1986,682.0,212.0,38840.0,251.0,1042.0,2310.0,9577.0,23510.0,2109.0,397023.0,0.0,1.0,0.07484394311904907,0.07079702615737915,0.06829410791397095,0.0793459415435791,4.05999755859375,11.51999664306641,1.095999717712402,38840.0,1,1,0,2,1,2,0,1
1987,723.0,215.0,42316.0,281.0,911.0,2308.0,7954.0,28888.0,1951.0,374546.0,0.0,1.0,0.07526719570159912,0.0708855390548706,0.06741839647293091,0.07767665386199951,4.119998931884766,11.73999786376953,1.13599967956543,42316.0,2,1,0,2,1,2,0,2
1988,714.0,228.0,48699.0,281.0,768.0,2447.0,8230.0,34878.0,2064.0,383174.0,0.0,1.0,0.07567262649536133,0.07097035646438599,0.06657946109771729,0.07607746124267578,4.179996490478516,11.95999908447266,1.182999610900879,48699.0,2,1,0,2,1,3,0,2
1990,757.0,246.0,48158.0,290.0,902.0,2458.0,7909.0,34101.0,2468.0,405390.0,0.0,1.0,0.07643455266952515,0.0711296796798706,0.06500297784805298,0.07307231426239014,4.299999237060547,12.39999389648438,1.306999206542969,48158.0,2,1,0,2,1,3,0,2
1970,464.0,59.0,16893.0,74.0,384.0,546.0,4682.0,9007.0,2169.0,330000.0,1.0,0.0,0.08359396457672119,0.097431480884552,0.1027390360832214,0.08861714601516724,10.69999694824219,11.19999694824219,0.3879997730255127,16893.0,0,0,0,0,0,0,0,0
1971,489.0,60.0,16736.0,73.0,459.0,838.0,5113.0,8226.0,1994.0,331666.5,1.0,0.0,0.08295208215713501,0.09488421678543091,0.09980124235153198,0.08822029829025269,10.80999755859375,11.09999847412109,0.4049999713897705,16736.0,0,0,0,0,0,0,0,0
1972,545.0,68.0,16391.0,118.0,463.0,831.0,5334.0,8022.0,1592.0,340800.0,1.0,0.0,0.0823412537574768,0.0924602746963501,0.09700572490692139,0.08784270286560059,10.91999816894531,11.0,0.4179999828338623,16391.0,0,0,0,0,0,0,0,0
1973,568.0,66.0,18569.0,109.0,412.0,1042.0,6079.0,9185.0,1717.0,341100.0,1.0,0.0,0.08175933361053467,0.09015101194381714,0.09434241056442261,0.08748292922973633,11.02999877929688,10.89999389648438,0.4440000057220459,18569.0,0,0,0,0,0,0,0,0
1974,568.0,100.0,23892.0,134.0,458.0,1099.0,8512.0,11596.0,2065.0,343700.0,1.0,0.0,0.08120429515838623,0.08794838190078735,0.09180212020874023,0.0871397852897644,11.13999938964844,10.79999542236328,0.492999792098999,23892.0,0,0,0,0,1,0,0,0
1975,612.0,103.0,26293.0,136.0,581.0,1012.0,9068.0,13143.0,2316.0,347600.0,1.0,0.0,0.08067429065704346,0.08584517240524292,0.08937650918960571,0.0868120789527893,11.25,10.69999694824219,0.5379996299743652,26293.0,0,0,0,0,1,0,0,0
1976,673.0,113.0,25760.0,131.0,392.0,1197.0,7479.0,14630.0,1904.0,349516.0,1.0,0.0,0.08016771078109741,0.08383488655090332,0.08705800771713257,0.0864989161491394,11.35999298095703,10.59999847412109,0.5689997673034668,25760.0,0,0,0,0,0,1,0,0
1977,639.0,112.0,24449.0,172.0,489.0,1161.0,7284.0,13347.0,1968.0,352674.0,1.0,0.0,0.07968300580978394,0.08191138505935669,0.08483970165252686,0.08619922399520874,11.46999359130859,10.5,0.6059999465942383,24449.0,0,0,0,0,0,0,0,0
1978,650.0,131.0,24742.0,193.0,609.0,1313.0,7070.0,13157.0,2355.0,356000.0,1.0,0.0,0.0792188048362732,0.08006924390792847,0.08271515369415283,0.08591222763061523,11.57999420166016,10.39999389648438,0.6519999504089355,24742.0,0,0,0,1,0,0,0,0
1979,677.0,134.0,27431.0,196.0,651.0,1435.0,7624.0,14448.0,3033.0,343258.0,1.0,0.0,0.0787738561630249,0.07830339670181274,0.08067858219146729,0.0856371521949768,11.68999481201172,10.29999542236328,0.7259998321533203,27431.0,0,0,0,1,0,1,1,0
1980,667.0,127.0,32017.0,251.0,798.0,1630.0,11071.0,14990.0,3241.0,355766.0,1.0,0.0,0.07834690809249878,0.07660919427871704,0.0787246823310852,0.08537322282791138,11.79999542236328,10.19999694824219,0.8239998817443848,32017.0,1,1,0,1,2,1,1,1
1981,672.0,161.0,30257.0,247.0,949.0,1435.0,10271.0,14115.0,3193.0,367234.0,1.0,0.0,0.07821148633956909,0.076748788356781,0.07803893089294434,0.08379960060119629,11.97999572753906,10.35999298095703,0.9089999198913574,30257.0,1,1,0,1,1,1,1,1
1982,700.0,172.0,32846.0,228.0,1050.0,1395.0,9564.0,17134.0,3444.0,376599.0,1.0,0.0,0.07807797193527222,0.07688635587692261,0.0773630142211914,0.08224844932556152,12.15999603271484,10.51999664306641,0.9649996757507324,32846.0,1,1,0,1,1,1,1,1
1983,648.0,175.0,31487.0,193.0,968.0,1208.0,9058.0,16442.0,3583.0,391101.0,1.0,0.0,0.07794636487960815,0.0770220160484314,0.07669669389724731,0.08071935176849365,12.33999633789062,10.68000030517578,0.995999813079834,31487.0,1,0,0,0,1,1,1,1
1984,692.0,142.0,31609.0,246.0,904.0,1439.0,8712.0,15919.0,4359.0,385394.0,1.0,0.0,0.07781660556793213,0.07715576887130737,0.07603967189788818,0.07921165227890015,12.51999664306641,10.83999633789062,1.038999557495117,31609.0,1,1,0,1,1,1,2,1
1985,694.0,163.0,32652.0,268.0,796.0,1805.0,9078.0,15530.0,5142.0,374875.0,1.0,0.0,0.07768863439559937,0.07728761434555054,0.07539188861846924,0.0777251124382019,12.69999694824219,11.0,1.07599925994873,32652.0,1,1,0,1,1,1,2,1
1986,696.0,142.0,35984.0,272.0,858.0,2125.0,9374.0,16647.0,6668.0,375335.0,1.0,0.0,0.07756245136260986,0.07741767168045044,0.0747530460357666,0.07625913619995117,12.87999725341797,11.15999603271484,1.095999717712402,35984.0,1,1,0,2,1,1,2,1
1987,678.0,161.0,36513.0,234.0,1074.0,1786.0,9504.0,18322.0,5558.0,369961.0,1.0,0.0,0.07743799686431885,0.0775458812713623,0.07412302494049072,0.0748133659362793,13.05999755859375,11.31999969482422,1.13599967956543,36513.0,1,1,0,1,1,1,2,1
1988,689.0,148.0,35299.0,260.0,1008.0,2159.0,9648.0,16280.0,5909.0,373602.0,1.0,0.0,0.07731527090072632,0.07767236232757568,0.07350164651870728,0.07338738441467285,13.23999786376953,11.47999572753906,1.182999610900879,35299.0,1,1,0,2,1,1,2,1
1989,668.0,154.0,33598.0,290.0,1416.0,2595.0,8963.0,14337.0,5967.0,366297.0,1.0,0.0,0.0771942138671875,0.07779711484909058,0.07288873195648193,0.07198077440261841,13.41999816894531,11.63999938964844,1.239999771118164,33598.0,1,1,1,2,1,1,2,1
1990,699.0,178.0,35020.0,382.0,1539.0,2920.0,8200.0,14323.0,7599.0,367302.0,1.0,0.0,0.07707476615905762,0.07792019844055176,0.0722840428352356,0.07059317827224731,13.59999847412109,11.79999542236328,1.306999206542969,35020.0,1,2,1,2,1,1,3,1
1970,544.0,89.0,17610.0,86.0,328.0,1509.0,4365.0,8515.0,2744.0,301000.0,0.0,1.0,0.08047705888748169,0.09491521120071411,0.1057124733924866,0.09730064868927002,41.29998779296875,17.69999694824219,0.3879997730255127,17610.0,0,0,0,1,0,0,1,0
1971,575.0,99.0,18466.0,98.0,465.0,1470.0,4857.0,8600.0,2894.0,299333.25,0.0,1.0,0.0798296332359314,0.09266889095306396,0.1026771068572998,0.09626984596252441,42.73300170898438,17.75,0.4049999713897705,18466.0,0,0,0,1,0,0,1,0
1972,598.0,104.0,18481.0,103.0,757.0,1310.0,5189.0,8637.0,2409.0,293086.0,0.0,1.0,0.07919621467590332,0.09047138690948486,0.09970766305923462,0.09526145458221436,44.16598510742188,17.79998779296875,0.4179999828338623,18481.0,0,0,0,1,0,0,0,0
1973,637.0,121.0,19931.0,197.0,906.0,1792.0,5825.0,8083.0,3065.0,292325.0,0.0,1.0,0.07857644557952881,0.0883210301399231,0.0968019962310791,0.09427469968795776,45.5989990234375,17.84999084472656,0.4440000057220459,19931.0,0,0,0,1,0,0,1,0
1974,652.0,125.0,23301.0,188.0,1193.0,2100.0,7161.0,9314.0,3269.0,289132.0,0.0,1.0,0.07796984910964966,0.08621639013290405,0.09395807981491089,0.09330892562866211,47.031982421875,17.89999389648438,0.492999792098999,23301.0,0,0,1,2,0,0,1,0
1975,644.0,137.0,25459.0,177.0,1555.0,1543.0,6855.0,11884.0,3356.0,288732.0,0.0,1.0,0.07737594842910767,0.08415603637695312,0.09117400646209717,0.09236347675323486,48.46499633789062,17.94999694824219,0.5379996299743652,25459.0,0,0,1,1,0,0,1,0
1976,619.0,110.0,26074.0,168.0,851.0,1618.0,6028.0,14320.0,3013.0,282000.0,0.0,1.0,0.07679444551467896,0.0821385383605957,0.08844786882400513,0.0914376974105835,49.89797973632812,18.0,0.5689997673034668,26074.0,0,0,0,1,0,1,1,0
1977,679.0,169.333251953125,24975.0,167.0,989.0,1622.0,6101.0,13053.0,2956.0,300680.0,0.0,1.0,0.07622498273849487,0.08016258478164673,0.08577781915664673,0.09053099155426025,51.33099365234375,18.04998779296875,0.6059999465942383,24975.0,0,0,0,1,0,0,1,0
1978,702.0,180.0,26659.0,191.0,966.0,1738.0,6859.0,13662.0,3169.0,310297.0,0.0,1.0,0.07566708326339722,0.07822692394256592,0.08316224813461304,0.08964276313781738,52.76397705078125,18.09999084472656,0.6519999504089355,26659.0,0,0,0,1,0,0,1,0
1979,684.0,185.0,31862.0,285.0,1474.0,1476.0,8267.0,16881.0,3386.0,288338.0,0.0,1.0,0.07512038946151733,0.07633036375045776,0.08059948682785034,0.08877241611480713,54.19699096679688,18.14999389648438,0.7259998321533203,31862.0,1,1,1,1,1,1,1,1
1980,678.0,173.0,35406.0,275.0,1700.0,1427.0,10062.0,18474.0,3380.0,282081.0,0.0,1.0,0.07458466291427612,0.07447165250778198,0.07808786630630493,0.08791953325271606,55.62997436523438,18.19999694824219,0.8239998817443848,35406.0,1,1,1,1,1,1,1,1
1981,653.0,149.0,34249.0,267.0,1502.0,1426.0,10128.0,17771.0,3058.0,286065.0,0.0,1.0,0.07425642013549805,0.07413250207901001,0.07733309268951416,0.08617985248565674,56.39697265625,18.54998779296875,0.9089999198913574,34249.0,1,1,1,1,1,1,1,1
1982,659.0,138.0,30675.0,230.0,1291.0,1272.0,8275.0,16076.0,3440.0,288037.0,0.0,1.0,0.07393002510070801,0.0737951397895813,0.07658243179321289,0.08444970846176147,57.16400146484375,18.89999389648438,0.9649996757507324,30675.0,1,1,1,1,1,1,1,1
1983,653.0,143.0,26817.0,253.0,1253.0,1430.0,7127.0,13779.0,2905.0,289357.0,0.0,1.0,0.07360535860061646,0.0734596848487854,0.07583582401275635,0.08272898197174072,57.93099975585938,19.25,0.995999813079834,26817.0,0,1,1,1,0,1,1,0
1984,623.0,186.0,26473.0,234.0,1162.0,1451.0,6474.0,13998.0,3094.0,286418.0,0.0,1.0,0.07328248023986816,0.07312601804733276,0.0750933289527893,0.08101761341094971,58.697998046875,19.59999084472656,1.038999557495117,26473.0,0,1,1,1,0,1,1,0
1985,619.0,184.0,28076.0,283.0,1435.0,1535.0,7173.0,14042.0,3511.0,281973.0,0.0,1.0,0.07296133041381836,0.07279413938522339,0.07435482740402222,0.07931548357009888,59.46499633789062,19.94999694824219,1.07599925994873,28076.0,0,1,1,1,0,1,1,0
1986,666.0,197.0,28466.0,325.0,1583.0,1773.0,7784.0,13405.0,3508.0,286756.0,0.0,1.0,0.07264196872711182,0.07246404886245728,0.07362031936645508,0.07762259244918823,60.23199462890625,20.29998779296875,1.095999717712402,28466.0,0,2,1,1,1,0,1,0
1987,646.0,187.0,27796.0,311.0,1591.0,1546.0,7250.0,13726.0,3288.0,282171.0,0.0,1.0,0.07232427597045898,0.07213574647903442,0.07288974523544312,0.07593882083892822,60.99899291992188,20.64999389648438,1.13599967956543,27796.0,0,1,1,1,0,1,1,0
1988,644.0,200.0,26394.0,246.0,1292.0,1786.0,6783.0,13235.0,2960.0,283237.0,0.0,1.0,0.07200831174850464,0.07180923223495483,0.07216310501098633,0.07426410913467407,61.7659912109375,21.0,1.182999610900879,26394.0,0,1,1,1,0,0,1,0
1989,700.0,193.0,26348.0,258.0,1766.0,1896.0,6529.0,12100.0,3699.0,278011.0,0.0,1.0,0.071694016456604,0.07148444652557373,0.07144033908843994,0.07259833812713623,62.53298950195312,21.34999084472656,1.239999771118164,26348.0,0,1,1,1,0,0,1,0
1990,723.0,214.0,29952.0,267.0,1799.0,2002.0,6958.0,13728.0,5073.0,265968.0,0.0,1.0,0.07138139009475708,0.07116144895553589,0.07072150707244873,0.07094144821166992,63.29998779296875,21.69999694824219,1.306999206542969,29952.0,1,1,1,1,0,1,2,1
1985,281.0,163.0,14158.0,70.0,156.0,887.0,2991.0,9402.0,644.0,202450.0,1.0,0.0,0.0793033242225647,0.07444274425506592,0.07179468870162964,0.07787936925888062,1.549999237060547,8.549995422363281,1.07599925994873,14158.0,0,0,0,0,0,0,0,0
1986,333.0,180.0,16373.0,117.0,239.0,841.0,3666.0,10688.0,811.0,210702.0,1.0,0.0,0.07994019985198975,0.07453525066375732,0.07077932357788086,0.07584941387176514,1.619999885559082,8.699996948242188,1.095999717712402,16373.0,0,0,0,0,0,0,0,0
1987,350.0,195.0,16840.0,96.0,222.0,966.0,3356.0,11235.0,956.0,262428.0,1.0,0.0,0.08053702116012573,0.07462197542190552,0.0698278546333313,0.07394707202911377,1.689999580383301,8.849998474121094,1.13599967956543,16840.0,0,0,0,0,0,0,0,0
1988,357.0,189.0,17523.0,119.0,261.0,1005.0,3240.0,11747.0,1140.0,267642.0,1.0,0.0,0.08109748363494873,0.0747033953666687,0.06893432140350342,0.07216072082519531,1.75999927520752,9.0,1.182999610900879,17523.0,0,0,0,0,0,0,0,0
1989,371.0,193.0,19074.0,85.0,213.0,1092.0,3840.0,11999.0,1835.0,285883.0,1.0,0.0,0.08162474632263184,0.07478004693984985,0.06809371709823608,0.07048004865646362,1.829999923706055,9.149993896484375,1.239999771118164,19074.0,0,0,0,0,0,0,0,0
1990,396.0,191.0,20415.0,95.0,275.0,1345.0,3884.0,12306.0,2501.0,288091.0,1.0,0.0,0.08212172985076904,0.07485222816467285,0.06730133295059204,0.06889593601226807,1.899999618530273,9.299995422363281,1.306999206542969,20415.0,0,0,0,1,0,0,1,0
1986,326.0,134.0,17944.0,111.0,695.0,540.0,5352.0,9193.0,2042.0,245897.0,1.0,0.0,0.07490372657775879,0.06783503293991089,0.06728440523147583,0.08014142513275146,1.979999542236328,11.0,1.095999717712402,17944.0,0,0,0,0,0,0,0,0
1987,321.0,136.0,17306.0,91.0,659.0,510.0,4892.0,8733.0,2407.0,246815.0,1.0,0.0,0.07598656415939331,0.0677344799041748,0.06553888320922852,0.0780024528503418,2.10999870300293,11.14999389648438,1.13599967956543,17306.0,0,0,0,0,0,0,0,0
1988,325.0,139.0,18249.0,107.0,620.0,696.0,4805.0,9344.0,2658.0,251045.0,1.0,0.0,0.07702475786209106,0.067638099193573,0.06386536359786987,0.07595175504684448,2.239999771118164,11.29999542236328,1.182999610900879,18249.0,0,0,0,0,0,0,1,0
1989,321.0,141.0,18263.0,113.0,755.0,756.0,4467.0,9128.0,3017.0,251146.0,1.0,0.0,0.07802093029022217,0.06754553318023682,0.0622594952583313,0.07398384809494019,2.369998931884766,11.44999694824219,1.239999771118164,18263.0,0,0,0,0,0,0,1,0
1990,344.0,149.0,19096.0,94.0,975.0,713.0,4217.0,9761.0,3316.0,266406.0,1.0,0.0,0.07897770404815674,0.06745666265487671,0.06071722507476807,0.07209396362304688,2.5,11.59999847412109,1.306999206542969,19096.0,0,0,0,0,0,0,1,0
1979,401.0,184.0,18021.0,120.0,649.0,1422.0,4439.0,10882.0,485.0,248162.0,1.0,0.0,0.05286800861358643,0.05988743901252747,0.06720519065856934,0.0760810375213623,16.95999145507812,11.15999603271484,0.7259998321533203,18021.0,0,0,0,1,0,0,0,0
1980,386.0,188.0,21067.0,155.0,735.0,1711.0,5863.0,11931.0,650.0,233532.0,1.0,0.0,0.05190077424049377,0.05848059058189392,0.06592130661010742,0.07606780529022217,17.19999694824219,11.0,0.8239998817443848,21067.0,0,0,0,1,0,0,0,0
1981,379.0,180.0,20894.0,150.0,857.0,1476.0,6105.0,11750.0,530.0,248151.0,1.0,0.0,0.05313047766685486,0.05832540988922119,0.06437265872955322,0.07372772693634033,17.43998718261719,11.13999938964844,0.9089999198913574,20894.0,0,0,0,1,0,0,0,0
1982,401.0,208.0,19563.0,176.0,1069.0,1588.0,5463.0,10765.0,480.0,254253.0,1.0,0.0,0.05429485440254211,0.05817845463752747,0.06290632486343384,0.07151198387145996,17.67999267578125,11.27999877929688,0.9649996757507324,19563.0,0,0,0,1,0,0,0,0
1983,403.0,212.0,18351.0,154.0,859.0,1477.0,5080.0,10331.0,429.0,260697.0,1.0,0.0,0.05539891123771667,0.0580390989780426,0.06151589751243591,0.06941097974777222,17.91999816894531,11.41999816894531,0.995999813079834,18351.0,0,0,0,1,0,0,0,0
1984,395.0,205.0,18764.0,216.0,924.0,1594.0,5019.0,10443.0,546.0,252508.0,1.0,0.0,0.05644723773002625,0.05790680646896362,0.06019565463066101,0.06741601228713989,18.15998840332031,11.55999755859375,1.038999557495117,18764.0,0,1,0,1,0,0,0,0
1985,419.0,178.0,21130.0,204.0,1111.0,1862.0,5755.0,11574.0,599.0,249879.0,1.0,0.0,0.05744397640228271,0.05778101086616516,0.05894041061401367,0.06551927328109741,18.39999389648438,11.69999694824219,1.07599925994873,21130.0,0,1,0,1,0,0,0,0
1986,435.0,221.0,24268.0,150.0,1592.0,2258.0,6894.0,12682.0,659.0,256667.0,1.0,0.0,0.05839282274246216,0.0576612651348114,0.05774545669555664,0.0637136697769165,18.63999938964844,11.83999633789062,1.095999717712402,24268.0,0,0,1,2,0,0,0,0
1987,486.0,174.0,26500.0,157.0,1567.0,1977.0,7526.0,14124.0,1121.0,246548.0,1.0,0.0,0.05929714441299438,0.05754712224006653,0.05660659074783325,0.0619928240776062,18.87998962402344,11.97999572753906,1.13599967956543,26500.0,0,0,1,1,0,1,0,0
1970,562.0,146.0,21600.0,62.0,812.0,999.0,6216.0,12018.0,1441.0,278000.0,0.0,1.0,0.06550061702728271,0.0782616138458252,0.08397287130355835,0.07625377178192139,19.69999694824219,15.59999847412109,0.3879997730255127,21600.0,0,0,0,0,0,0,0,0
1971,568.0,150.0,21338.0,68.0,951.0,1143.0,6346.0,11407.0,1369.0,277333.25,0.0,1.0,0.06361222267150879,0.07551497220993042,0.08146637678146362,0.07622796297073364,20.07998657226562,15.51999664306641,0.4049999713897705,21338.0,0,0,0,0,0,0,0,0
1972,551.0,149.0,21261.0,77.0,996.0,1138.0,6713.0,10707.0,1568.0,281962.0,0.0,1.0,0.06188017129898071,0.07299566268920898,0.07916730642318726,0.07620424032211304,20.45999145507812,15.43999481201172,0.4179999828338623,21261.0,0,0,0,0,0,0,0,0
1973,598.0,127.0,24594.0,133.0,1114.0,1318.0,8197.0,11721.0,2055.0,289387.0,0.0,1.0,0.06028574705123901,0.07067656517028809,0.07705098390579224,0.07618248462677002,20.83999633789062,15.35999298095703,0.4440000057220459,24594.0,0,0,0,1,1,0,0,0
1974,647.0,159.0,30378.0,167.0,1375.0,1416.0,10459.0,14894.0,2005.0,292109.0,0.0,1.0,0.05881321430206299,0.0685347318649292,0.07509642839431763,0.07616233825683594,21.21998596191406,15.27999877929688,0.4930000305175781,30378.0,1,0,1,1,1,1,0,1
