year,sworn,civil,murder,rape,robbery,assault,burglary,larceny,auto,citypop,term2,term4,a0_5,a5_9,a10_14,a15_19,citybla,cityfemh,price,total_crime,murder_level,rape_level,robbery_level,assault_level,burglary_level,larceny_level,auto_level,total_crime_level
1985,4640.0,645.0,149954.0,1575.0,16769.0,6925.0,40385.0,46014.0,37651.0,1090581.0,0.0,1.0,0.07449567317962646,0.07519513368606567,0.07871514558792114,0.08255106210708618,69.39996337890625,26.39999389648438,1.07599925994873,149954.0,3,3,3,3,3,3,3,3
1986,5062.0,650.0,140415.0,1351.0,16421.0,8857.0,38975.0,42250.0,31913.0,1096947.0,0.0,1.0,0.07504993677139282,0.07450729608535767,0.07694464921951294,0.0805124044418335,70.65997314453125,27.17999267578125,1.095999717712402,140415.0,3,3,3,3,3,3,3,3
1987,5042.0,632.0,138411.0,1417.0,15093.0,10582.0,36900.0,43914.0,29819.0,1091523.0,0.0,1.0,0.07560646533966064,0.07381671667098999,0.07516694068908691,0.0784655213356018,71.91998291015625,27.95999145507812,1.13599967956543,138411.0,3,3,3,3,3,3,3,3
1988,3572.0,691.0,131334.0,1447.0,12978.0,10751.0,32147.0,43259.0,30123.0,1086714.0,0.0,1.0,0.07616519927978516,0.07312333583831787,0.07338207960128784,0.07641035318374634,73.17999267578125,28.739990234375,1.182999610900879,131334.0,3,3,3,3,3,3,3,3
1989,4756.0,635.0,125687.0,1424.0,11902.0,11006.0,29031.0,43577.0,28123.0,1039599.0,0.0,1.0,0.07672619819641113,0.07242709398269653,0.07159006595611572,0.07434689998626709,74.44000244140625,29.51998901367188,1.239999771118164,125687.0,3,3,3,3,3,3,3,3
1990,4508.0,605.0,125325.0,1657.0,13010.0,12498.0,26063.0,41139.0,30376.0,1027974.0,0.0,1.0,0.07728946208953857,0.07172811031341553,0.06979072093963623,0.07227510213851929,75.699951171875,30.29998779296875,1.306999206542969,125325.0,3,3,3,3,3,3,3,3
1970,392.0,75.0,18537.0,43.0,310.0,413.0,4827.0,11350.0,1581.0,322000.0,1.0,0.0,0.102131187915802,0.1168004274368286,0.1216440200805664,0.1054524779319763,2.299999237060547,13.39999389648438,0.3880000114440918,18537.0,0,0,0,0,0,0,0,0
1971,467.0,77.0,22664.0,75.0,398.0,588.0,7621.0,11830.0,2136.0,332333.25,1.0,0.0,0.1010668873786926,0.1144799590110779,0.118241548538208,0.1056985259056091,2.389999389648438,13.38999938964844,0.4049999713897705,22664.0,0,0,0,0,0,0,0,0
1972,495.0,68.0,19786.0,91.0,514.0,655.0,4994.0,10942.0,2579.0,331837.0,1.0,0.0,0.1000699400901794,0.112306535243988,0.1150545477867126,0.1059290170669556,2.479999542236328,13.37999725341797,0.4179999828338623,19786.0,0,0,0,0,0,0,1,0
1973,566.0,85.0,20015.0,104.0,586.0,675.0,5587.0,10453.0,2592.0,337730.0,1.0,0.0,0.09913426637649536,0.1102664470672607,0.1120632290840149,0.1061453223228455,2.569999694824219,13.3699951171875,0.4440000057220459,20015.0,0,0,0,0,0,0,1,0
1974,572.0,87.0,24043.0,127.0,818.0,706.0,6804.0,12919.0,2650.0,347829.0,1.0,0.0,0.09825432300567627,0.1083479523658752,0.109250009059906,0.1063486933708191,2.659999847412109,13.35999298095703,0.492999792098999,24043.0,0,0,0,0,0,0,1,0
1975,601.0,104.0,25255.0,122.0,840.0,635.0,7978.0,13308.0,2351.0,369000.0,1.0,0.0,0.09742522239685059,0.1065403819084167,0.1065995693206787,0.1065403819084167,2.75,13.34999847412109,0.5379996299743652,25255.0,0,0,0,0,1,0,0,0
1976,597.0,108.0,25335.0,118.0,792.0,638.0,6536.0,15259.0,1967.0,361413.0,1.0,0.0,0.09664279222488403,0.1048344373703003,0.1040980815887451,0.1067212820053101,2.839998245239258,13.33999633789062,0.5689997673034668,25335.0,0,0,0,0,0,1,0,0
1977,664.0,166.0,24621.0,107.0,824.0,597.0,6678.0,13877.0,2506.0,386000.0,1.0,0.0,0.09590309858322144,0.1032217144966125,0.101733386516571,0.1068922281265259,2.929998397827148,13.32999420166016,0.6059999465942383,24621.0,0,0,0,0,0,1,1,0
1978,673.0,150.0,23609.0,121.0,775.0,573.0,6311.0,13368.0,2440.0,399000.0,1.0,0.0,0.09520280361175537,0.1016948819160461,0.0994945764541626,0.1070541143417358,3.019998550415039,13.31999969482422,0.6519999504089355,23609.0,0,0,0,0,0,0,0,0
1979,680.0,163.0,26439.0,175.0,813.0,1224.0,6088.0,15521.0,2585.0,413244.0,1.0,0.0,0.09453880786895752,0.1002472043037415,0.09737175703048706,0.1072076559066772,3.10999870300293,13.30999755859375,0.7259998321533203,26439.0,0,0,0,1,0,1,1,0
1980,665.0,177.0,27065.0,218.0,828.0,1711.0,6267.0,15624.0,2363.0,425122.0,1.0,0.0,0.09390836954116821,0.09887266159057617,0.095356285572052,0.1073533892631531,3.19999885559082,13.29999542236328,0.8239998817443848,27065.0,0,1,0,1,0,1,0,0
1981,640.0,175.0,29275.0,205.0,871.0,2399.0,7140.0,16568.0,2057.0,442677.0,1.0,0.0,0.09366881847381592,0.09791451692581177,0.09447747468948364,0.1058196425437927,3.219999313354492,13.60999298095703,0.9089999198913574,29275.0,1,1,0,2,0,1,0,1
1982,651.0,180.0,29427.0,219.0,932.0,2730.0,7199.0,16079.0,2227.0,458429.0,1.0,0.0,0.09343981742858887,0.09699869155883789,0.09363752603530884,0.104353666305542,3.239999771118164,13.91999816894531,0.9649996757507324,29427.0,1,1,0,2,0,1,0,1
1983,679.0,223.0,29202.0,177.0,865.0,3200.0,7375.0,15380.0,2172.0,471749.0,1.0,0.0,0.09322071075439453,0.0961223840713501,0.09283381700515747,0.1029509902000427,3.259998321533203,14.22999572753906,0.995999813079834,29202.0,1,0,0,2,0,1,0,1
1984,633.0,213.0,30062.0,175.0,1050.0,2481.0,7205.0,16416.0,2711.0,465748.0,1.0,0.0,0.09301090240478516,0.0952831506729126,0.09206414222717285,0.101607620716095,3.279998779296875,14.53999328613281,1.038999557495117,30062.0,1,0,0,2,0,1,1,1
1985,686.0,214.0,33697.0,181.0,993.0,2466.0,8006.0,19209.0,2820.0,474870.0,1.0,0.0,0.09280973672866821,0.09447866678237915,0.09132629632949829,0.1003198623657227,3.299999237060547,14.84999847412109,1.07599925994873,33697.0,1,0,0,2,1,1,1,1
1986,711.0,210.0,37773.0,198.0,1039.0,3451.0,9190.0,21265.0,2584.0,483925.0,1.0,0.0,0.09261679649353027,0.09370684623718262,0.09061837196350098,0.09908431768417358,3.319999694824219,15.15999603271484,1.095999717712402,37773.0,1,0,0,2,1,2,1,1
1987,688.0,203.0,42078.0,219.0,969.0,3119.0,10459.0,24594.0,2693.0,494954.0,1.0,0.0,0.09243148565292358,0.09296566247940063,0.08993864059448242,0.09789794683456421,3.339998245239258,15.46999359130859,1.13599967956543,42078.0,2,1,0,2,1,2,1,2
1988,677.0,209.0,50980.0,242.0,1088.0,3144.0,12163.0,29368.0,4944.0,501544.0,1.0,0.0,0.09225338697433472,0.09225338697433472,0.08928537368774414,0.09675782918930054,3.35999870300293,15.77999877929688,1.182999610900879,50980.0,2,1,0,2,2,2,2,2
1989,756.0,224.0,54774.0,241.0,1139.0,3301.0,11418.0,33242.0,5392.0,515607.0,1.0,0.0,0.09208214282989502,0.09156841039657593,0.08865708112716675,0.09566128253936768,3.379999160766602,16.08999633789062,1.239999771118164,54774.0,2,1,1,2,2,3,2,2
1990,799.0,251.0,57921.0,256.0,1381.0,3440.0,9565.0,37609.0,5636.0,515342.0,1.0,0.0,0.09191727638244629,0.09090906381607056,0.08805239200592041,0.09460592269897461,3.399999618530273,16.39999389648438,1.306999206542969,57921.0,2,1,1,2,1,3,2,2
1970,650.0,105.0,27974.0,72.0,1016.0,589.0,7301.0,15448.0,3443.0,393000.0,1.0,0.0,0.08986085653305054,0.0998871922492981,0.1027697324752808,0.09236741065979004,19.89999389648438,12.0,0.3880000114440918,27974.0,0,0,0,0,0,1,1,0
1971,646.0,105.0,23679.0,88.0,917.0,549.0,6615.0,12547.0,2861.0,382000.0,1.0,0.0,0.08815562725067139,0.09711211919784546,0.1001996994018555,0.09221118688583374,20.18998718261719,11.98999786376953,0.4049999713897705,23679.0,0,0,0,0,0,0,1,0
1972,656.0,101.0,21816.0,66.0,791.0,516.0,6557.0,11219.0,2568.0,399637.0,1.0,0.0,0.0865250825881958,0.09445852041244507,0.09774214029312134,0.09206169843673706,20.47999572753906,11.97999572753906,0.4179999828338623,21816.0,0,0,0,0,0,0,1,0
1973,656.0,153.0,21785.0,90.0,982.0,538.0,6592.0,10963.0,2537.0,403682.0,1.0,0.0,0.08496439456939697,0.09191864728927612,0.0953899621963501,0.09191864728927612,20.76998901367188,11.96999359130859,0.4440000057220459,21785.0,0,0,0,0,0,0,1,0
1974,683.0,122.0,25383.0,162.0,1166.0,521.0,8444.0,12270.0,2722.0,401000.0,1.0,0.0,0.08346915245056152,0.08948540687561035,0.09313642978668213,0.09178167581558228,21.05999755859375,11.95999908447266,0.492999792098999,25383.0,0,0,1,0,1,0,1,0
1975,686.0,139.0,29590.0,169.0,1207.0,494.0,9240.0,15958.0,2454.0,381275.0,1.0,0.0,0.08203542232513428,0.08715206384658813,0.09097552299499512,0.09165024757385254,21.34999084472656,11.94999694824219,0.5379996299743652,29590.0,1,0,1,0,1,1,0,1
1976,681.0,149.0,30260.0,174.0,985.0,503.0,8537.0,17807.0,2185.0,364302.0,1.0,0.0,0.08065932989120483,0.08491271734237671,0.0889015793800354,0.09152412414550781,21.63999938964844,11.93999481201172,0.5689997673034668,30260.0,1,0,0,0,1,1,0,1
1977,671.0,205.0,36743.0,208.0,1132.0,1119.0,12448.0,19068.0,2666.0,383028.0,1.0,0.0,0.07933759689331055,0.08276170492172241,0.08690953254699707,0.09140300750732422,21.92999267578125,11.93000030517578,0.6059999465942383,36743.0,1,1,1,0,2,1,1,1
1978,684.0,195.0,36008.0,265.0,1218.0,1101.0,11006.0,19521.0,2811.0,375860.0,1.0,0.0,0.07806706428527832,0.08069401979446411,0.08499455451965332,0.0912865400314331,22.21998596191406,11.91999816894531,0.6519999504089355,36008.0,1,1,1,0,2,1,1,1
1979,677.0,260.0,42690.0,345.0,1783.0,1572.0,15033.0,20727.0,3131.0,384582.0,1.0,0.0,0.07684469223022461,0.07870477437973022,0.08315229415893555,0.09117454290390015,22.50999450683594,11.90999603271484,0.7259998321533203,42690.0,2,2,1,1,2,2,1,2
1980,692.0,189.0,48492.0,338.0,2286.0,1963.0,15001.0,25398.0,3400.0,382679.0,1.0,0.0,0.07566791772842407,0.07678967714309692,0.08137869834899902,0.09106665849685669,22.79998779296875,11.89999389648438,0.8239998817443848,48492.0,2,2,2,1,2,2,1,2
1981,700.0,225.0,47153.0,435.0,2312.0,2086.0,14276.0,24123.0,3808.0,398482.0,1.0,0.0,0.07701009511947632,0.07711827754974365,0.07976430654525757,0.08819419145584106,22.71998596191406,12.03999328613281,0.9089999198913574,47153.0,2,2,2,2,2,2,1,2
1982,719.0,233.0,47128.0,470.0,2233.0,2095.0,13426.0,25063.0,3738.0,412661.0,1.0,0.0,0.07826036214828491,0.07742434740066528,0.07826036214828491,0.08551830053329468,22.63999938964844,12.18000030517578,0.9649996757507324,47128.0,2,2,2,2,2,2,1,2
1983,774.0,336.0,45858.0,454.0,2020.0,2518.0,12782.0,24456.0,3516.0,424651.0,1.0,0.0,0.07942789793014526,0.07771021127700806,0.07685589790344238,0.0830194354057312,22.55999755859375,12.31999969482422,0.995999813079834,45858.0,2,2,1,2,2,2,1,2
1984,760.0,262.0,50111.0,467.0,2080.0,2786.0,13872.0,26629.0,4158.0,420050.0,1.0,0.0,0.0805206298828125,0.07797771692276001,0.0755414366722107,0.08068066835403442,22.47999572753906,12.45999908447266,1.038999557495117,50111.0,2,2,1,2,2,2,2,2
1985,771.0,236.0,58858.0,483.0,2620.0,3121.0,15873.0,30877.0,5756.0,424449.0,1.0,0.0,0.08154559135437012,0.0782286524772644,0.07430857419967651,0.0784870982170105,22.39999389648438,12.59999847412109,1.07599925994873,58858.0,2,2,2,2,2,3,2,2
1986,853.0,273.0,72015.0,559.0,3373.0,3738.0,19257.0,35334.0,9554.0,432542.0,1.0,0.0,0.08250880241394043,0.07846444845199585,0.0731499195098877,0.07642555236816406,22.31999206542969,12.73999786376953,1.095999717712402,72015.0,3,3,2,3,3,3,3,3
1987,952.0,295.0,77563.0,476.0,3270.0,3810.0,20567.0,38492.0,10813.0,432305.0,1.0,0.0,0.08341580629348755,0.07868647575378418,0.07205897569656372,0.07448446750640869,22.239990234375,12.87999725341797,1.13599967956543,77563.0,3,2,2,3,3,3,3,3
1988,950.0,293.0,74262.0,489.0,3115.0,3625.0,19106.0,38473.0,9357.0,432889.0,1.0,0.0,0.08427125215530396,0.0788959264755249,0.07102996110916138,0.07265359163284302,22.15998840332031,13.01999664306641,1.182999610900879,74262.0,3,2,2,2,3,3,3,3
1989,981.0,304.0,67538.0,454.0,2525.0,3576.0,17216.0,34680.0,8974.0,430481.0,1.0,0.0,0.08507943153381348,0.07909375429153442,0.07005774974822998,0.0709238052368164,22.07998657226562,13.15999603271484,1.239999771118164,67538.0,3,2,2,2,3,3,3,3
1990,953.0,307.0,67040.0,432.0,2801.0,4463.0,15298.0,34710.0,9206.0,447619.0,1.0,0.0,0.08584421873092651,0.07928097248077393,0.0691378116607666,0.06928694248199463,22.0,13.29999542236328,1.306999206542969,67040.0,3,2,2,3,2,3,3,3
1971,295.0,60.0,17303.0,35.0,386.0,226.0,4562.0,9887.0,2188.0,168744.0,0.0,1.0,0.08521229028701782,0.1000328660011292,0.1043780446052551,0.1002324819564819,9.5,14.95999908447266,0.4049999713897705,17303.0,0,0,0,0,0,0,0,0
1972,300.0,60.0,17581.0,41.0,425.0,229.0,4647.0,9719.0,2500.0,172772.0,0.0,1.0,0.08501559495925903,0.09699022769927979,0.1012341380119324,0.09955954551696777,9.5,14.71999359130859,0.4179999828338623,17581.0,0,0,0,0,0,0,0,0
1973,312.0,81.0,16650.0,36.0,596.0,281.0,4648.0,8767.0,2308.0,176800.0,0.0,1.0,0.08482778072357178,0.09408622980117798,0.09823346138000488,0.09891718626022339,9.5,14.47999572753906,0.4440000057220459,16650.0,0,0,0,0,0,0,0,0
1974,327.0,49.0,18165.0,63.0,616.0,348.0,5052.0,9825.0,2238.0,176800.0,0.0,1.0,0.08464843034744263,0.09131157398223877,0.09536641836166382,0.09830349683761597,9.5,14.23999786376953,0.4930000305175781,18165.0,0,0,0,0,0,0,0,0
1975,304.0,94.0,19681.0,84.0,567.0,465.0,6078.0,10642.0,1820.0,176500.0,0.0,1.0,0.08447682857513428,0.08865779638290405,0.09262430667877197,0.09771651029586792,9.5,14.0,0.5379996299743652,19681.0,0,0,0,0,0,0,0,0
1976,317.0,68.0,21526.0,55.0,723.0,461.0,6068.0,12269.0,1922.0,177900.0,0.0,1.0,0.0843125581741333,0.08611714839935303,0.08999913930892944,0.09715455770492554,9.5,13.75999450683594,0.5689997673034668,21526.0,0,0,0,0,0,0,0,0
1977,333.0,116.0,20727.0,71.0,958.0,592.0,6210.0,10853.0,1991.0,182629.0,0.0,1.0,0.0841551423072815,0.0836825966835022,0.08748352527618408,0.09661608934402466,9.5,13.51999664306641,0.6059999465942383,20727.0,0,0,0,0,0,0,0,0
1978,329.0,91.0,22997.0,114.0,1102.0,739.0,7397.0,11330.0,2273.0,194774.0,0.0,1.0,0.08400416374206543,0.08134758472442627,0.08507078886032104,0.0960996150970459,9.5,13.27999877929688,0.6519999504089355,22997.0,0,0,0,0,0,0,0,0
1979,342.0,113.0,23265.0,148.0,1009.0,776.0,6910.0,11989.0,2390.0,194849.0,0.0,1.0,0.08385920524597168,0.0791061520576477,0.08275479078292847,0.09560388326644897,9.5,13.03999328613281,0.7259998321533203,23265.0,0,0,0,0,0,0,0,0
1980,348.0,120.0,24806.0,193.0,1232.0,895.0,6922.0,13341.0,2174.0,215396.0,0.0,1.0,0.08372002840042114,0.07695281505584717,0.08052974939346313,0.09512758255004883,9.5,12.79999542236328,0.8239998817443848,24806.0,0,0,1,0,0,0,0,0
1981,348.0,137.0,24581.0,155.0,1102.0,868.0,6886.0,13769.0,1768.0,221129.0,0.0,1.0,0.08544981479644775,0.07897353172302246,0.08055973052978516,0.0926770567893982,9.379997253417969,13.13999938964844,0.9089999198913574,24581.0,0,0,0,0,0,1,0,0
1982,354.0,159.0,25124.0,155.0,1212.0,782.0,6862.0,14437.0,1643.0,226300.0,0.0,1.0,0.08708178997039795,0.08087992668151855,0.08058804273605347,0.09036517143249512,9.259994506835938,13.47999572753906,0.9649996757507324,25124.0,0,0,1,0,0,1,0,0
1983,340.0,159.0,25553.0,172.0,984.0,725.0,6233.0,15855.0,1552.0,230418.0,0.0,1.0,0.08862394094467163,0.08268141746520996,0.08061480522155762,0.08818048238754272,9.139999389648438,13.81999969482422,0.995999813079834,25553.0,0,0,0,0,0,1,0,0
1984,351.0,175.0,26956.0,134.0,1066.0,760.0,6367.0,16852.0,1743.0,254649.0,0.0,1.0,0.0900835394859314,0.08438640832901001,0.08064013719558716,0.08611279726028442,9.019996643066406,14.15999603271484,1.038999557495117,26956.0,0,0,0,0,0,1,0,0
1985,350.0,172.0,28821.0,178.0,1233.0,854.0,7900.0,16845.0,1765.0,275125.0,0.0,1.0,0.09146696329116821,0.08600246906280518,0.08066409826278687,0.08415299654006958,8.899993896484375,14.5,1.07599925994873,28821.0,0,0,1,0,1,1,0,0
1986,379.0,192.0,33201.0,241.0,1316.0,1816.0,9352.0,18059.0,2364.0,281554.0,0.0,1.0,0.09278011322021484,0.08753645420074463,0.08068686723709106,0.08229279518127441,8.779998779296875,14.83999633789062,1.095999717712402,33201.0,1,1,1,1,1,1,0,1
1987,393.0,192.0,32090.0,196.0,1096.0,2048.0,9103.0,16682.0,2932.0,291855.0,0.0,1.0,0.09402811527252197,0.08899432420730591,0.0807085633277893,0.080524742603302,8.659996032714844,15.18000030517578,1.13599967956543,32090.0,1,0,0,1,1,1,1,1
1988,389.0,208.0,34075.0,231.0,1393.0,2334.0,7632.0,18215.0,4231.0,294695.0,0.0,1.0,0.0952157974243164,0.0903816819190979,0.08072912693023682,0.07884228229522705,8.539993286132812,15.51999664306641,1.182999610900879,34075.0,1,1,1,2,0,1,2,1
1989,407.0,234.0,36859.0,234.0,1525.0,2488.0,8095.0,18654.0,5821.0,315218.0,0.0,1.0,0.0963473916053772,0.09170359373092651,0.0807487964630127,0.0772392749786377,8.419998168945312,15.85999298095703,1.239999771118164,36859.0,1,1,1,2,1,1,2,1
1990,429.0,219.0,37296.0,258.0,1592.0,2483.0,7137.0,18623.0,7137.0,354202.0,0.0,1.0,0.09742671251296997,0.09296441078186035,0.08076751232147217,0.0757102370262146,8.299995422363281,16.19999694824219,1.306999206542969,37296.0,1,1,1,2,0,1,2,1
1970,1794.0,269.0,78057.0,411.0,6405.0,2746.0,25626.0,29007.0,13573.0,1234000.0,1.0,0.0,0.0952080488204956,0.1075683236122131,0.1072796583175659,0.09289872646331787,25.29998779296875,12.19999694824219,0.3880000114440918,78057.0,3,2,3,2,3,2,3,3
1971,1960.0,292.0,76851.0,530.0,5127.0,2877.0,26219.0,29025.0,12770.0,1262666.0,1.0,0.0,0.09373807907104492,0.1042289733886719,0.103834867477417,0.09223181009292603,25.52999877929688,12.12999725341797,0.4049999713897705,76851.0,3,3,3,2,3,2,3,3
1972,2077.0,312.0,76744.0,483.0,5117.0,2169.0,29411.0,28179.0,11091.0,1285600.0,1.0,0.0,0.09239029884338379,0.1011673808097839,0.1006765365600586,0.09162038564682007,25.75999450683594,12.05999755859375,0.4179999828338623,76744.0,3,2,3,2,3,2,3,3
1973,2184.0,334.0,82426.0,557.0,6265.0,1909.0,28462.0,32935.0,12035.0,1312000.0,1.0,0.0,0.09115016460418701,0.09835022687911987,0.09777039289474487,0.09105771780014038,25.989990234375,11.98999786376953,0.4440000057220459,82426.0,3,3,3,1,3,3,3,3
1974,2332.0,460.0,91091.0,520.0,7245.0,1602.0,33160.0,35400.0,12834.0,1325000.0,1.0,0.0,0.09000521898269653,0.0957493782043457,0.09508746862411499,0.09053832292556763,26.21998596191406,11.91999816894531,0.492999792098999,91091.0,3,3,3,1,3,3,3,3
1975,2598.0,447.0,92207.0,588.0,6422.0,1567.0,30968.0,39309.0,13006.0,1372342.0,1.0,0.0,0.08894497156143188,0.09334087371826172,0.09260284900665283,0.09005731344223022,26.44999694824219,11.84999847412109,0.5379996299743652,92207.0,3,3,3,1,3,3,3,3
1976,2737.0,589.0,106283.0,690.0,5531.0,1503.0,30302.0,55845.0,12091.0,1477000.0,1.0,0.0,0.08796030282974243,0.09110409021377563,0.09029543399810791,0.08961057662963867,26.67999267578125,11.77999877929688,0.5689997673034668,106283.0,3,3,3,1,3,3,3,3
1977,2817.0,770.0,117288.0,965.0,6153.0,1810.0,33419.0,60839.0,13726.0,1613303.0,1.0,0.0,0.08704346418380737,0.08902132511138916,0.08814692497253418,0.089194655418396,26.90998840332031,11.70999908447266,0.6059999465942383,117288.0,3,3,3,1,3,3,3,3
1978,2988.0,795.0,132000.0,1098.0,7352.0,1918.0,37894.0,65834.0,17420.0,1486489.0,1.0,0.0,0.08618760108947754,0.08707720041275024,0.08614140748977661,0.0888063907623291,27.13999938964844,11.63999938964844,0.6519999504089355,132000.0,3,3,3,1,3,3,3,3
1979,3012.0,819.0,141748.0,1481.0,9311.0,2770.0,48952.0,54008.0,24572.0,1619644.0,1.0,0.0,0.08538693189620972,0.08525830507278442,0.08426505327224731,0.0884431004524231,27.3699951171875,11.56999969482422,0.7259998321533203,141748.0,3,3,3,2,3,3,3,3
1980,3070.0,831.0,143926.0,1439.0,10864.0,2851.0,49280.0,50719.0,28140.0,1557575.0,1.0,0.0,0.08463621139526367,0.08355295658111572,0.08250582218170166,0.08810251951217651,27.59999084472656,11.5,0.8239998817443848,143926.0,3,3,3,2,3,3,3,3
1982,3345.0,1074.0,166063.0,1270.0,12392.0,3461.0,53305.0,61747.0,33210.0,1679607.0,1.0,0.0,0.08542287349700928,0.08343923091888428,0.08087903261184692,0.0849955677986145,27.69999694824219,12.1199951171875,0.9649996757507324,166063.0,3,3,3,2,3,3,3,3
1983,3716.0,1423.0,151566.0,1179.0,10270.0,3909.0,41613.0,63235.0,30799.0,1728783.0,1.0,0.0,0.08579421043395996,0.08338558673858643,0.08011096715927124,0.08352875709533691,27.75,12.43000030517578,0.995999813079834,151566.0,3,3,3,3,3,3,3,3
1984,3957.0,1306.0,149199.0,1269.0,9157.0,4256.0,38201.0,67038.0,28805.0,1805783.0,1.0,0.0,0.0861520767211914,0.08333384990692139,0.07937097549438477,0.0821155309677124,27.79998779296875,12.73999786376953,1.038999557495117,149199.0,3,3,3,3,3,3,3,3
1985,4363.0,1345.0,155910.0,1711.0,9589.0,4704.0,40207.0,67496.0,31746.0,1746375.0,1.0,0.0,0.08649700880050659,0.08328402042388916,0.07865756750106812,0.08075302839279175,27.84999084472656,13.04999542236328,1.07599925994873,155910.0,3,3,3,3,3,3,3,3
1986,4618.0,1184.0,168150.0,1524.0,10926.0,7718.0,44530.0,68856.0,34188.0,1779677.0,1.0,0.0,0.08682984113693237,0.08323591947555542,0.0779692530632019,0.07943850755691528,27.89999389648438,13.35999298095703,1.095999717712402,168150.0,3,3,3,3,3,3,3,3
1987,4445.0,1110.0,163428.0,1172.0,9692.0,7784.0,44601.0,71206.0,28650.0,1739999.0,1.0,0.0,0.0871511697769165,0.08318948745727539,0.07730478048324585,0.07816952466964722,27.94999694824219,13.66999816894531,1.13599967956543,163428.0,3,3,3,3,3,3,3,3
1988,4270.0,1001.0,177912.0,1206.0,10049.0,8122.0,50178.0,77492.0,30425.0,1725421.0,1.0,0.0,0.08746153116226196,0.08314460515975952,0.07666295766830444,0.07694369554519653,28.0,13.97999572753906,1.182999610900879,177912.0,3,3,3,3,3,3,3,3
1989,4088.0,1366.0,185334.0,1152.0,9820.0,8097.0,47043.0,81758.0,37005.0,1713499.0,1.0,0.0,0.0877615213394165,0.08310121297836304,0.07604259252548218,0.07575887441635132,28.04998779296875,14.28999328613281,1.239999771118164,185334.0,3,3,3,3,3,3,3,3
1990,4104.0,1549.0,184869.0,1335.0,12921.0,7813.0,42986.0,78393.0,40853.0,1630553.0,1.0,0.0,0.08805161714553833,0.08305931091308594,0.07544267177581787,0.07461309432983398,28.09999084472656,14.59999847412109,1.306999206542969,184869.0,3,3,3,3,3,3,3,3
1970,1090.0,152.0,37588.0,253.0,2073.0,1205.0,10309.0,18374.0,5314.0,510000.0,0.0,1.0,0.08965486288070679,0.1056084632873535,0.1082149744033813,0.09212654829025269,16.89999389648438,12.0,0.3879997730255127,37588.0,1,1,1,0,1,1,2,1
1971,1091.0,196.0,33581.0,264.0,2109.0,927.0,9480.0,16244.0,4497.0,510000.0,0.0,1.0,0.08811426162719727,0.1027947664260864,0.1055761575698853,0.09225058555603027,17.38999938964844,12.09999847412109,0.4049999713897705,33581.0,1,1,2,0,1,1,2,1
1972,1186.0,204.0,27802.0,275.0,1398.0,726.0,8267.0,13412.0,3658.0,510000.0,0.0,1.0,0.08658891916275024,0.1000088453292847,0.102963387966156,0.09237337112426758,17.87998962402344,12.19999694824219,0.4179999828338623,27802.0,0,1,1,0,1,0,1,0
1973,1110.0,200.0,29615.0,291.0,1352.0,859.0,9190.0,14241.0,3611.0,510000.0,0.0,1.0,0.08507853746414185,0.09725034236907959,0.100376307964325,0.09249496459960938,18.3699951171875,12.29999542236328,0.4439997673034668,29615.0,1,1,1,0,1,1,1,1
1974,1097.0,195.0,34203.0,306.0,2343.0,885.0,10578.0,16053.0,3963.0,509058.0,0.0,1.0,0.08358299732208252,0.09451884031295776,0.09781455993652344,0.09261542558670044,18.86000061035156,12.39999389648438,0.492999792098999,34203.0,1,1,2,0,1,1,1,1
1975,1078.0,256.0,41913.0,351.0,3092.0,1117.0,12333.0,20770.0,4155.0,503411.0,0.0,1.0,0.08210194110870361,0.09181386232376099,0.09527772665023804,0.09273463487625122,19.34999084472656,12.5,0.5379996299743652,41913.0,2,2,2,0,2,2,2,2
1976,1082.0,278.0,38971.0,347.0,2366.0,1363.0,10357.0,20457.0,4013.0,494730.0,0.0,1.0,0.08063530921936035,0.08913516998291016,0.09276551008224487,0.09285277128219604,19.83999633789062,12.59999847412109,0.5689997673034668,38971.0,1,2,2,1,1,2,1,1
1977,1069.0,319.0,34274.0,346.0,2139.0,1220.0,8665.0,18051.0,3773.0,509000.0,0.0,1.0,0.07918274402618408,0.0864822268486023,0.09027743339538574,0.09296971559524536,20.32998657226562,12.69999694824219,0.6059999465942383,34274.0,1,2,2,1,1,1,1,1
1978,1046.0,313.0,34837.0,341.0,1963.0,1353.0,8738.0,18692.0,3674.0,513271.0,0.0,1.0,0.07774412631988525,0.0838547945022583,0.08781325817108154,0.09308552742004395,20.81999206542969,12.79999542236328,0.6519999504089355,34837.0,1,2,1,1,1,1,1,1
1979,996.0,334.0,35105.0,439.0,2053.0,1594.0,8549.0,18927.0,3451.0,513877.0,0.0,1.0,0.07631927728652954,0.08125239610671997,0.08537262678146362,0.09320026636123657,21.30999755859375,12.89999389648438,0.7259998321533203,35105.0,1,2,1,1,1,1,1,1
1980,969.0,336.0,37220.0,410.0,2193.0,1743.0,10074.0,18906.0,3787.0,498753.0,0.0,1.0,0.07490795850753784,0.07867473363876343,0.08295518159866333,0.09331393241882324,21.79998779296875,13.0,0.8239998817443848,37220.0,1,2,2,1,1,1,1,1
