,BTCUSDT.csv,ETHUSDT.csv,LTCUSDT.csv,XRPUSDT.csv,cash_balance,crypto_balance,revenue,total_balance,transaction_cost
2019-01-01 00:57:00,0.0,10.0,0.0,0.0,98657.67917500003,1341.25,-0.024999999999977263,99998.92917500003,0.0
2019-01-01 00:58:00,0.0,10.0,0.0,0.0,98657.67917500003,1341.3999999999999,0.14999999999986358,99999.07917500002,0.0
2019-01-01 00:59:00,0.0,10.0,0.0,0.0,98657.67917500003,1341.25,-0.14999999999986358,99998.92917500003,0.0
2019-01-01 01:00:00,0.0,10.0,0.0,0.0,98657.67917500003,1341.275,0.024999999999977263,99998.95417500002,0.0
2019-01-01 01:01:00,0.0,10.0,0.0,0.0,98657.67917500003,1341.4499999999998,0.17499999999984084,99999.12917500002,0.0
2019-01-01 01:02:00,0.0,10.0,0.0,0.0,98657.67917500003,1341.525,0.075000000000216,99999.20417500002,0.0
2019-01-01 01:03:00,0.0,10.0,0.0,0.0,98657.67917500003,1341.625,0.09999999999990905,99999.30417500003,0.0
2019-01-01 01:04:00,0.0,10.0,0.0,0.0,98657.67917500003,1341.55,-0.07499999999993179,99999.22917500003,0.0
2019-01-01 01:05:00,0.0,10.0,0.0,0.0,98657.67917500003,1341.8000000000002,0.25000000000005684,99999.47917500003,0.0
2019-01-01 01:06:00,0.0,10.0,0.0,0.0,98657.67917500003,1341.25,-0.5500000000000682,99998.92917500003,0.0
2019-01-01 01:07:00,0.0,10.0,0.0,0.0,98657.67917500003,1341.2,-0.049999999999954525,99998.87917500002,0.0
2019-01-01 01:08:00,0.0,10.0,0.0,0.0,98657.67917500003,1341.15,-0.049999999999954525,99998.82917500002,0.0
2019-01-01 01:09:00,0.0,10.0,0.0,0.0,98657.67917500003,1340.95,-0.20000000000010232,99998.62917500002,0.0
2019-01-01 01:10:00,0.0,10.0,0.0,0.0,98657.67917500003,1340.8249999999998,-0.12500000000017053,99998.50417500002,0.0
2019-01-01 01:11:00,0.0,10.0,0.0,0.0,98657.67917500003,1341.0249999999999,0.20000000000010232,99998.70417500002,0.0
2019-01-01 01:12:00,0.0,10.0,0.0,0.0,98657.67917500003,1341.025,2.8421709430404007e-13,99998.70417500002,0.0
2019-01-01 01:13:00,0.0,10.0,0.0,0.0,98657.67917500001,1340.6,-0.4250000000001819,99998.27917500002,0.0
2019-01-01 01:14:00,0.0,10.0,0.0,0.0,98657.67917500001,1340.35,-0.25000000000005684,99998.02917500002,0.0
2019-01-01 01:15:00,0.0,10.0,0.0,0.0,98657.67917500003,1339.325,-1.0249999999999204,99997.00417500002,0.0
2019-01-01 01:16:00,0.0,10.0,0.0,0.0,98657.67917500003,1338.15,-1.1750000000000682,99995.82917500002,0.0
2019-01-01 01:17:00,0.0,10.0,0.0,0.0,98657.67917500003,1338.0249999999999,-0.12500000000017053,99995.70417500002,0.0
2019-01-01 01:18:00,0.0,10.0,0.0,0.0,98657.67917500001,1337.85,-0.17499999999984084,99995.52917500002,0.0
2019-01-01 01:19:00,0.0,10.0,0.0,0.0,98657.67917500003,1337.5749999999998,-0.2750000000000341,99995.25417500002,0.0
2019-01-01 01:20:00,0.0,10.0,0.0,0.0,98657.67917500003,1337.3,-0.2750000000000341,99994.97917500003,0.0
2019-01-01 01:21:00,0.0,10.0,0.0,0.0,98657.67917500003,1337.0499999999997,-0.25000000000005684,99994.72917500003,0.0
2019-01-01 01:22:00,0.0,10.0,0.0,0.0,98657.67917500004,1337.1499999999996,0.09999999999990905,99994.82917500004,0.0
2019-01-01 01:23:00,0.0,10.0,0.0,0.0,98657.67917500004,1337.625,0.4750000000001364,99995.30417500004,0.0
2019-01-01 01:24:00,0.0,10.0,0.0,0.0,98657.67917500004,1338.55,0.9250000000000114,99996.22917500004,0.0
