,V1,V2,ID,Gender,Population,Geographic.origin,Geographic.area,region,distance,latitude,longtitude
1,1945.9229568665,-2356.11730928782,HGDP00448,M,Biaka Pygmies,Central African Republic,Central Africa,Africa,2384.859098,4,17
2,1616.67749009075,-1937.73775193634,HGDP00479,M,Biaka Pygmies,Central African Republic,Central Africa,Africa,2384.859098,4,17
3,1999.4899903816,-2425.61658549209,HGDP00985,M,Biaka Pygmies,Central African Republic,Central Africa,Africa,2384.859098,4,17
4,1616.3144729395,-1937.39697429446,HGDP01094,M,Biaka Pygmies,Central African Republic,Central Africa,Africa,2384.859098,4,17
5,1966.46150909615,-2358.46914679452,HGDP00982,M,Mbuti Pygmies,Democratic Republic of Congo,Central Africa,Africa,1335.495772,1,29
6,1581.75630371022,-1876.29546597206,HGDP00911,M,Mandenka,Senegal,Central Africa,Africa,5469.912857,12,-12
7,1230.53996466412,-1455.09189070449,HGDP01202,M,Mandenka,Senegal,Central Africa,Africa,5469.912857,12,-12
8,1587.25782467495,-1886.38058874669,HGDP00927,M,Yoruba,Nigeria,Central Africa,Africa,3629.688739,8,5
9,1615.29450474858,-1936.13677306521,HGDP00461,M,Biaka Pygmies,Central African Republic,Central Africa,Africa,2384.859098,4,17
10,1616.32227670418,-1937.27853683923,HGDP00451,M,Biaka Pygmies,Central African Republic,Central Africa,Africa,2384.859098,4,17
11,1615.68439500935,-1936.61184274902,HGDP00986,M,Biaka Pygmies,Central African Republic,Central Africa,Africa,2384.859098,4,17
12,1967.71862119698,-2359.95711478037,HGDP00449,M,Mbuti Pygmies,Democratic Republic of Congo,Central Africa,Africa,1335.495772,1,29
13,1966.42373605503,-2358.42156781452,HGDP00983,M,Mbuti Pygmies,Democratic Republic of Congo,Central Africa,Africa,1335.495772,1,29
14,1228.72485370776,-1451.85897353591,HGDP00912,M,Mandenka,Senegal,Central Africa,Africa,5469.912857,12,-12
15,1226.78784147546,-1449.21882739419,HGDP01283,M,Mandenka,Senegal,Central Africa,Africa,5469.912857,12,-12
16,1234.81795798175,-1463.10891039804,HGDP00928,F,Yoruba,Nigeria,Central Africa,Africa,3629.688739,8,5
17,1232.51974211582,-1459.17525515993,HGDP00937,M,Yoruba,Nigeria,Central Africa,Africa,3629.688739,8,5
18,1228.64592318878,-1451.75355817822,HGDP01408,M,Bantu,Kenya,Central Africa,Africa,2730.422,-3,37
19,2006.63904762339,-2433.38854538816,HGDP00991,M,San ,Namidia,Central Africa,Africa,3872.417228,-21,20
20,1249.2660763691,-1489.14929680429,HGDP01031,M,Bantu,South Africa,South Africa,Africa,2730.422,-3,37
21,1107.10398876358,704.475476812535,HGDP01263,M,Mozabite,Algeria (Mzab),Northern Africa,Middle East,4418.170045,32,3
22,914.698017112092,1187.25770623008,HGDP01275,F,Mozabite,Algeria (Mzab),Northern Africa,Middle East,4418.170045,32,3
23,1106.82302698174,700.998122372989,HGDP00611,M,Bedouin,Israel (Negev),Israel,Middle East,2844.946131,31,35
24,1160.97896310137,667.806845904603,HGDP00623,M,Bedouin,Israel (Negev),Israel,Middle East,2844.946131,31,35
25,858.968765025328,1177.44093617183,HGDP00634,F,Bedouin,Israel (Negev),Israel,Middle East,2844.946131,31,35
26,851.769366128254,1190.64643033166,HGDP00645,M,Bedouin,Israel (Negev),Israel,Middle East,2844.946131,31,35
27,388.75098299789,1008.617613539,HGDP00557,F,Druze,Israel (Carmel),Israel,Middle East,2887.253661,32,35
28,632.510129170079,570.971170730549,HGDP00569,F,Druze,Israel (Carmel),Israel,Middle East,2887.253661,32,35
29,896.179567763475,1166.46091642163,HGDP00581,F,Druze,Israel (Carmel),Israel,Middle East,2887.253661,32,35
30,654.262859020628,604.894454770111,HGDP00594,M,Druze,Israel (Carmel),Israel,Middle East,2887.253661,32,35
31,856.012437109958,1174.74963671663,HGDP00675,M,Palestinian,Israel (Central),Israel,Middle East,2887.253661,32,35
32,367.493358064903,1012.72847879869,HGDP00687,F,Palestinian,Israel (Central),Israel,Middle East,2887.253661,32,35
33,1104.81723891074,705.696874027034,HGDP00697,F,Palestinian,Israel (Central),Israel,Middle East,2887.253661,32,35
34,1118.67526059891,715.362581788983,HGDP00729,M,Palestinian,Israel (Central),Israel,Middle East,2887.253661,32,35
35,366.708852801677,1022.56119774364,HGDP00741,F,Palestinian,Israel (Central),Israel,Middle East,2887.253661,32,35
36,105.541191899749,129.284166996266,HGDP00011,M,Brahui,Pakistan,Pakistan,Central/South Asia,5842.077841,30.5,66.5
37,115.489975738074,110.152490733054,HGDP00035,M,Brahui,Pakistan,Pakistan,Central/South Asia,5842.077841,30.5,66.5
38,91.1805962724639,176.865289349209,HGDP00058,M,Balochi,Pakistan,Pakistan,Central/South Asia,5842.077841,30.5,66.5
39,132.643977403642,254.04362796655,HGDP00082,M,Balochi,Pakistan,Pakistan,Central/South Asia,5842.077841,30.5,66.5
40,-662.386067499374,-303.377343832073,HGDP00103,M,Hazara,Pakistan,Pakistan,Central/South Asia,6132.580278,33.5,70
41,1234.85747925059,-1463.08480858281,HGDP00938,F,Yoruba,Nigeria,Central Africa,Africa,3629.688739,8,5
42,1226.10013715102,-1447.85228145719,HGDP01411,M,Bantu,Kenya,Central Africa,Africa,2730.422,-3,37
43,861.302653356881,1188.92048867095,HGDP01264,M,Mozabite,Algeria (Mzab),Northern Africa,Middle East,4418.170045,32,3
44,1174.94411214695,709.359123866898,HGDP01276,F,Mozabite,Algeria (Mzab),Northern Africa,Middle East,4418.170045,32,3
45,1090.32298109714,623.187768941367,HGDP00612,F,Bedouin,Israel (Negev),Israel,Middle East,2844.946131,31,35
46,849.626487970905,1118.88385078766,HGDP00624,M,Bedouin,Israel (Negev),Israel,Middle East,2844.946131,31,35
47,375.462720182514,1016.03818067112,HGDP00635,F,Bedouin,Israel (Negev),Israel,Middle East,2844.946131,31,35
48,1117.00395077825,711.339860993641,HGDP00646,F,Bedouin,Israel (Negev),Israel,Middle East,2844.946131,31,35
49,1104.57182660084,729.196175985884,HGDP00558,F,Druze,Israel (Carmel),Israel,Middle East,2887.253661,32,35
50,1062.21873460067,720.106662417438,HGDP00570,F,Druze,Israel (Carmel),Israel,Middle East,2887.253661,32,35
51,643.075295668846,595.130807785277,HGDP00582,F,Druze,Israel (Carmel),Israel,Middle East,2887.253661,32,35
52,851.163335057247,1188.3589061602,HGDP00595,M,Druze,Israel (Carmel),Israel,Middle East,2887.253661,32,35
53,1110.23541034846,724.266514144095,HGDP00676,M,Palestinian,Israel (Central),Israel,Middle East,2887.253661,32,35
54,622.831285164568,546.335696904363,HGDP00688,F,Palestinian,Israel (Central),Israel,Middle East,2887.253661,32,35
55,852.521634769701,1186.96216109338,HGDP00698,F,Palestinian,Israel (Central),Israel,Middle East,2887.253661,32,35
56,1109.41835016649,747.28047019352,HGDP00730,M,Palestinian,Israel (Central),Israel,Middle East,2887.253661,32,35
57,382.175810323419,999.852966108815,HGDP00742,F,Palestinian,Israel (Central),Israel,Middle East,2887.253661,32,35
58,260.654009384988,-215.037150317984,HGDP00013,M,Brahui,Pakistan,Pakistan,Central/South Asia,5842.077841,30.5,66.5
59,164.324583682128,221.246424993518,HGDP00037,M,Brahui,Pakistan,Pakistan,Central/South Asia,5842.077841,30.5,66.5
60,391.404328775417,-158.794305546154,HGDP00060,M,Balochi,Pakistan,Pakistan,Central/South Asia,5842.077841,30.5,66.5
61,118.062484295702,220.478768204729,HGDP00084,M,Balochi,Pakistan,Pakistan,Central/South Asia,5842.077841,30.5,66.5
62,-569.222477814937,-271.422751626508,HGDP00104,M,Hazara,Pakistan,Pakistan,Central/South Asia,6132.580278,33.5,70
63,1616.08183161036,-1937.10449375889,HGDP00464,M,Biaka Pygmies,Central African Republic,Central Africa,Africa,2384.859098,4,17
64,1617.48017533601,-1939.61538689097,HGDP01084,F,Biaka Pygmies,Central African Republic,Central Africa,Africa,2384.859098,4,17
65,1966.71208910311,-2358.65559299874,HGDP00450,M,Mbuti Pygmies,Democratic Republic of Congo,Central Africa,Africa,1335.495772,1,29
66,1966.00400058643,-2357.88052696185,HGDP00984,M,Mbuti Pygmies,Democratic Republic of Congo,Central Africa,Africa,1335.495772,1,29
67,1571.07239111196,-1864.43446485981,HGDP00913,M,Mandenka,Senegal,Central Africa,Africa,5469.912857,12,-12
68,1582.74495065793,-1880.9356937925,HGDP01284,M,Mandenka,Senegal,Central Africa,Africa,5469.912857,12,-12
69,1233.76452429553,-1461.05155976023,HGDP00929,M,Yoruba,Nigeria,Central Africa,Africa,3629.688739,8,5
70,1234.69165170571,-1462.46470187178,HGDP00939,F,Yoruba,Nigeria,Central Africa,Africa,3629.688739,8,5
71,1227.19996131837,-1449.41004042195,HGDP01412,M,Bantu,Kenya,Central Africa,Africa,2730.422,-3,37
72,2006.69367836147,-2433.92290806859,HGDP01029,M,San ,Namidia,Central Africa,Africa,3872.417228,-21,20
73,918.193539452407,1201.42036157468,HGDP01253,M,Mozabite,Algeria (Mzab),Northern Africa,Middle East,4418.170045,32,3
74,848.955542297614,1174.65426288894,HGDP01265,M,Mozabite,Algeria (Mzab),Northern Africa,Middle East,4418.170045,32,3
75,1124.73059652723,706.286812050442,HGDP01277,F,Mozabite,Algeria (Mzab),Northern Africa,Middle East,4418.170045,32,3
76,1112.6534127444,726.379638437059,HGDP00613,F,Bedouin,Israel (Negev),Israel,Middle East,2844.946131,31,35
77,1090.5111157017,623.189066246689,HGDP00636,F,Bedouin,Israel (Negev),Israel,Middle East,2844.946131,31,35
78,1120.32316145178,714.975730107379,HGDP00647,F,Bedouin,Israel (Negev),Israel,Middle East,2844.946131,31,35
79,623.381529649723,557.780365630403,HGDP00559,F,Druze,Israel (Carmel),Israel,Middle East,2887.253661,32,35
