,V1,V2,ID,Gender,Population,Geographic.origin,Geographic.area,region,distance,latitude,longtitude
HGDP00474,-117481.127252058,-98547.4520442315,HGDP00474,M,Mbuti Pygmies,Democratic Republic of Congo,Central Africa,Africa,1335.495772,1,29
HGDP00908,-110854.223610992,-84659.2804401974,HGDP00908,M,Mandenka,Senegal,Central Africa,Africa,5469.912857,12,-12
HGDP01199,-110793.456985514,-84879.5800904881,HGDP01199,M,Mandenka,Senegal,Central Africa,Africa,5469.912857,12,-12
HGDP00924,-112582.800353837,-86662.6294900562,HGDP00924,F,Yoruba,Nigeria,Central Africa,Africa,3629.688739,8,5
HGDP00936,-113017.119244996,-87737.9041037825,HGDP00936,M,Yoruba,Nigeria,Central Africa,Africa,3629.688739,8,5
HGDP00643,-31728.4207400448,49309.7872743775,HGDP00643,F,Bedouin,Israel (Negev),Israel,Middle East,2844.946131,31,35
HGDP00654,-28888.6724989788,47043.4513064674,HGDP00654,M,Bedouin,Israel (Negev),Israel,Middle East,2844.946131,31,35
HGDP00566,-27200.5305311493,52092.3970227778,HGDP00566,F,Druze,Israel (Carmel),Israel,Middle East,2887.253661,32,35
HGDP00578,-26743.0666122286,52617.881892632,HGDP00578,F,Druze,Israel (Carmel),Israel,Middle East,2887.253661,32,35
HGDP00590,-23951.0318228233,57292.4909818306,HGDP00590,F,Druze,Israel (Carmel),Israel,Middle East,2887.253661,32,35
HGDP00604,-25593.5330021833,56190.1253612521,HGDP00604,M,Druze,Israel (Carmel),Israel,Middle East,2887.253661,32,35
HGDP00684,-31246.9029578388,47161.0475415511,HGDP00684,F,Palestinian,Israel (Central),Israel,Middle East,2887.253661,32,35
HGDP00696,-31918.5414843537,48515.7014740421,HGDP00696,F,Palestinian,Israel (Central),Israel,Middle East,2887.253661,32,35
HGDP00727,-31002.3532038544,48117.7825886002,HGDP00727,M,Palestinian,Israel (Central),Israel,Middle East,2887.253661,32,35
HGDP00738,-37704.5606148256,35987.7998733152,HGDP00738,F,Palestinian,Israel (Central),Israel,Middle East,2887.253661,32,35
HGDP00005,-11589.3666765947,39558.6198723184,HGDP00005,M,Brahui,Pakistan,Pakistan,Central/South Asia,5842.077841,30.5,66.5
HGDP00029,-25539.325375989,22837.4219373721,HGDP00029,M,Brahui,Pakistan,Pakistan,Central/South Asia,5842.077841,30.5,66.5
HGDP00054,-12945.2208564751,44506.3843283065,HGDP00054,M,Balochi,Pakistan,Pakistan,Central/South Asia,5842.077841,30.5,66.5
HGDP00076,-22543.7866675756,30867.8017649187,HGDP00076,M,Balochi,Pakistan,Pakistan,Central/South Asia,5842.077841,30.5,66.5
HGDP00099,27985.0698413898,4849.62206783305,HGDP00099,M,Hazara,Pakistan,Pakistan,Central/South Asia,6132.580278,33.5,70
HGDP00113,24181.3576945831,7264.94231235678,HGDP00113,M,Hazara,Pakistan,Pakistan,Central/South Asia,6132.580278,33.5,70
HGDP00477,-119823.324508545,-99023.8130308597,HGDP00477,M,Biaka Pygmies,Central African Republic,Central Africa,Africa,2384.859098,4,17
HGDP00980,-17129.5177864484,58895.0018551561,HGDP00980,F,Biaka Pygmies,Central African Republic,Central Africa,Africa,2384.859098,4,17
HGDP00476,-117424.442899807,-100499.820514661,HGDP00476,F,Mbuti Pygmies,Democratic Republic of Congo,Central Africa,Africa,1335.495772,1,29
HGDP00909,-111922.760585073,-85122.5621721003,HGDP00909,F,Mandenka,Senegal,Central Africa,Africa,5469.912857,12,-12
HGDP01200,-110870.726807189,-85183.4300580924,HGDP01200,M,Mandenka,Senegal,Central Africa,Africa,5469.912857,12,-12
HGDP00925,-112372.135896887,-88162.5189490518,HGDP00925,F,Yoruba,Nigeria,Central Africa,Africa,3629.688739,8,5
HGDP00644,-31100.0798013257,45774.0151439279,HGDP00644,M,Bedouin,Israel (Negev),Israel,Middle East,2844.946131,31,35
HGDP00701,-32259.8320396617,49093.7831367792,HGDP00701,F,Bedouin,Israel (Negev),Israel,Middle East,2844.946131,31,35
HGDP00567,-28139.4855291996,56162.834481459,HGDP00567,F,Druze,Israel (Carmel),Israel,Middle East,2887.253661,32,35
HGDP00579,-25081.9460567935,54490.8371314914,HGDP00579,F,Druze,Israel (Carmel),Israel,Middle East,2887.253661,32,35
HGDP00591,-25552.5036473225,54942.2160680564,HGDP00591,F,Druze,Israel (Carmel),Israel,Middle East,2887.253661,32,35
HGDP00605,-23680.8774855707,56036.8235901999,HGDP00605,M,Druze,Israel (Carmel),Israel,Middle East,2887.253661,32,35
HGDP00685,-36836.0965801423,42948.8341927565,HGDP00685,F,Palestinian,Israel (Central),Israel,Middle East,2887.253661,32,35
HGDP00560,-26304.7839175902,55702.5183281732,HGDP00560,F,Druze,Israel (Carmel),Israel,Middle East,2887.253661,32,35
HGDP00728,-31015.457445209,47991.6975549259,HGDP00728,M,Palestinian,Israel (Central),Israel,Middle East,2887.253661,32,35
HGDP00739,-34062.9353156991,42496.4703554188,HGDP00739,F,Palestinian,Israel (Central),Israel,Middle East,2887.253661,32,35
HGDP00007,-13932.5722091647,42199.8919872739,HGDP00007,M,Brahui,Pakistan,Pakistan,Central/South Asia,5842.077841,30.5,66.5
HGDP00031,-12106.9789821882,39441.5325433051,HGDP00031,M,Brahui,Pakistan,Pakistan,Central/South Asia,5842.077841,30.5,66.5
HGDP00056,-6558.88419681422,35489.2486144337,HGDP00056,M,Balochi,Pakistan,Pakistan,Central/South Asia,5842.077841,30.5,66.5
HGDP00078,-18118.9393085117,38280.0082367694,HGDP00078,M,Balochi,Pakistan,Pakistan,Central/South Asia,5842.077841,30.5,66.5
HGDP00100,17579.7500652496,15601.56989967,HGDP00100,M,Hazara,Pakistan,Pakistan,Central/South Asia,6132.580278,33.5,70
HGDP00686,-32509.8302849195,42474.5407304195,HGDP00686,F,Palestinian,Israel (Central),Israel,Middle East,2887.253661,32,35
HGDP01093,-120059.638878925,-98842.2709177193,HGDP01093,M,Biaka Pygmies,Central African Republic,Central Africa,Africa,2384.859098,4,17
HGDP00478,-117387.861067161,-98874.061249799,HGDP00478,M,Mbuti Pygmies,Democratic Republic of Congo,Central Africa,Africa,1335.495772,1,29
HGDP00910,-110853.651654503,-83839.845959007,HGDP00910,F,Mandenka,Senegal,Central Africa,Africa,5469.912857,12,-12
HGDP00926,-113657.284764366,-87013.9721147401,HGDP00926,F,Yoruba,Nigeria,Central Africa,Africa,3629.688739,8,5
HGDP00988,-112958.801890878,-92622.4851757532,HGDP00988,M,San ,Namidia,Central Africa,Africa,3872.417228,-21,20
HGDP01035,-113192.215957087,-86751.0640957148,HGDP01035,M,Bantu,South Africa,South Africa,Africa,2730.422,-3,37
HGDP01262,-48036.0795159208,25089.5016058117,HGDP01262,M,Mozabite,Algeria (Mzab),Northern Africa,Middle East,4418.170045,32,3
HGDP01274,-53697.1604706069,17147.7812787952,HGDP01274,F,Mozabite,Algeria (Mzab),Northern Africa,Middle East,4418.170045,32,3
HGDP00610,-33747.5577011715,49013.7091832011,HGDP00610,M,Bedouin,Israel (Negev),Israel,Middle East,2844.946131,31,35
HGDP00622,-33475.3387647624,44154.4167090908,HGDP00622,M,Bedouin,Israel (Negev),Israel,Middle East,2844.946131,31,35
HGDP00568,-25248.3498902627,54929.3830584154,HGDP00568,F,Druze,Israel (Carmel),Israel,Middle East,2887.253661,32,35
HGDP00580,-26676.9211844153,53329.3006193839,HGDP00580,M,Druze,Israel (Carmel),Israel,Middle East,2887.253661,32,35
HGDP00592,-24590.4740887156,55086.1755413299,HGDP00592,F,Druze,Israel (Carmel),Israel,Middle East,2887.253661,32,35
HGDP00606,-27193.2635735269,53543.2700506924,HGDP00606,F,Druze,Israel (Carmel),Israel,Middle East,2887.253661,32,35
HGDP00699,-32860.612875745,47235.050461934,HGDP00699,F,Palestinian,Israel (Central),Israel,Middle East,2887.253661,32,35
HGDP00731,-34783.0945304438,41225.6014498072,HGDP00731,M,Palestinian,Israel (Central),Israel,Middle East,2887.253661,32,35
HGDP00743,-31752.6810479995,44150.3070486431,HGDP00743,F,Palestinian,Israel (Central),Israel,Middle East,2887.253661,32,35
HGDP00015,-14749.6986752351,42030.8080447449,HGDP00015,M,Brahui,Pakistan,Pakistan,Central/South Asia,5842.077841,30.5,66.5
HGDP00039,-12574.3516448859,33565.5414234718,HGDP00039,M,Brahui,Pakistan,Pakistan,Central/South Asia,5842.077841,30.5,66.5
HGDP00062,-15466.3122010986,40641.0651366008,HGDP00062,M,Balochi,Pakistan,Pakistan,Central/South Asia,5842.077841,30.5,66.5
HGDP00086,-12560.909682868,42421.101091213,HGDP00086,M,Balochi,Pakistan,Pakistan,Central/South Asia,5842.077841,30.5,66.5
HGDP00105,26249.1677623707,4661.15560238498,HGDP00105,M,Hazara,Pakistan,Pakistan,Central/South Asia,6132.580278,33.5,70
HGDP00700,-33474.7392681687,44380.5232719027,HGDP00700,F,Palestinian,Israel (Central),Israel,Middle East,2887.253661,32,35
HGDP00732,-32438.1447470926,49700.1832274916,HGDP00732,M,Palestinian,Israel (Central),Israel,Middle East,2887.253661,32,35
HGDP00744,-38927.8488247953,36619.1781992913,HGDP00744,F,Palestinian,Israel (Central),Israel,Middle East,2887.253661,32,35
HGDP00017,-12521.5151932219,41137.837912966,HGDP00017,M,Brahui,Pakistan,Pakistan,Central/South Asia,5842.077841,30.5,66.5
HGDP00041,-9861.56688897916,41032.5279202216,HGDP00041,M,Brahui,Pakistan,Pakistan,Central/South Asia,5842.077841,30.5,66.5
HGDP00064,-13155.2956787439,41811.9737496306,HGDP00064,M,Balochi,Pakistan,Pakistan,Central/South Asia,5842.077841,30.5,66.5
HGDP00088,-12061.9886695332,40341.9684314704,HGDP00088,M,Balochi,Pakistan,Pakistan,Central/South Asia,5842.077841,30.5,66.5
HGDP00106,22882.8417380035,9042.40501807651,HGDP00106,M,Hazara,Pakistan,Pakistan,Central/South Asia,6132.580278,33.5,70
HGDP00119,19797.3223875846,11872.7027416645,HGDP00119,M,Hazara,Pakistan,Pakistan,Central/South Asia,6132.580278,33.5,70
HGDP00131,-16701.5508008717,41404.9780485627,HGDP00131,M,Makrani,Pakistan,Pakistan,Central/South Asia,5704.994418,26,64
HGDP00146,-17507.6881728177,42302.8631426336,HGDP00146,M,Makrani,Pakistan,Pakistan,Central/South Asia,5704.994418,26,64
HGDP00163,-11828.4577468961,28418.7155555038,HGDP00163,M,Sindhi,Pakistan,Pakistan,Central/South Asia,6201.994706,25.5,69
HGDP00187,-5504.10930271675,33972.7022344808,HGDP00187,M,Sindhi,Pakistan,Pakistan,Central/South Asia,6201.994706,25.5,69
HGDP00210,-4792.99880115126,31822.4631964903,HGDP00210,F,Sindhi,Pakistan,Pakistan,Central/South Asia,6201.994706,25.5,69
HGDP00234,-1985.57187907106,35206.7710832556,HGDP00234,M,Pathan,Pakistan,Pakistan,Central/South Asia,6178.886689,33.5,70.5
HGDP00262,-6009.51517968477,36954.6954685547,HGDP00262,M,Pathan,Pakistan,Pakistan,Central/South Asia,6178.886689,33.5,70.5
HGDP00290,-5227.50010503637,38998.6751540349,HGDP00290,M,Kalash,Pakistan,Pakistan,Central/South Asia,6253.640204,36,71.5
HGDP00321,-6433.28996458427,39133.2436076447,HGDP00321,M,Kalash,Pakistan,Pakistan,Central/South Asia,6253.640204,36,71.5
HGDP00356,1637.4514419077,29267.8482151175,HGDP00356,F,Burusho,Pakistan,Pakistan,Central/South Asia,6475.612264,36.5,74
HGDP00412,2408.12870883064,28623.4121998101,HGDP00412,M,Burusho,Pakistan,Pakistan,Central/South Asia,6475.612264,36.5,74
HGDP00973,64555.5877748168,-39102.9620903063,HGDP00973,M,Han,China,China,East Asia,10133.39558,32.3,114
HGDP00777,62270.2777820755,-35805.9447837091,HGDP00777,M,Han,China,China,East Asia,10133.39558,32.3,114
HGDP00820,63702.2547502649,-37022.4962165419,HGDP00820,F,Han,China,China,East Asia,10133.39558,32.3,114
HGDP01291,61619.4884660829,-34620.1352255105,HGDP01291,F,Han,China,China,East Asia,10133.39558,32.3,114
HGDP00722,-30591.6786818826,45721.4960124354,HGDP00722,M,Palestinian,Israel (Central),Israel,Middle East,2887.253661,32,35
HGDP00733,-31218.9068739858,48694.9668037485,HGDP00733,M,Palestinian,Israel (Central),Israel,Middle East,2887.253661,32,35
HGDP00745,-28906.9508709154,45314.2997218105,HGDP00745,F,Palestinian,Israel (Central),Israel,Middle East,2887.253661,32,35
HGDP00019,-9963.63711953756,37845.9996722847,HGDP00019,M,Brahui,Pakistan,Pakistan,Central/South Asia,5842.077841,30.5,66.5
HGDP00043,-16492.2387933369,37860.5125905199,HGDP00043,M,Brahui,Pakistan,Pakistan,Central/South Asia,5842.077841,30.5,66.5
HGDP00066,-11685.1470927035,40928.3149370111,HGDP00066,M,Balochi,Pakistan,Pakistan,Central/South Asia,5842.077841,30.5,66.5
HGDP00090,-11016.1325383205,35648.7038276224,HGDP00090,M,Balochi,Pakistan,Pakistan,Central/South Asia,5842.077841,30.5,66.5
HGDP00108,24702.1895710509,6877.86827684582,HGDP00108,M,Hazara,Pakistan,Pakistan,Central/South Asia,6132.580278,33.5,70
HGDP00120,23449.3389673245,8533.80665709445,HGDP00120,M,Hazara,Pakistan,Pakistan,Central/South Asia,6132.580278,33.5,70
HGDP00133,-14243.0089210644,40747.3071359337,HGDP00133,M,Makrani,Pakistan,Pakistan,Central/South Asia,5704.994418,26,64
HGDP00148,-17247.439268522,38261.4873430457,HGDP00148,M,Makrani,Pakistan,Pakistan,Central/South Asia,5704.994418,26,64
HGDP00165,-8492.40897720641,28969.6655070793,HGDP00165,M,Sindhi,Pakistan,Pakistan,Central/South Asia,6201.994706,25.5,69
HGDP00189,-5611.03031669433,34102.1950222026,HGDP00189,M,Sindhi,Pakistan,Pakistan,Central/South Asia,6201.994706,25.5,69
HGDP00213,-6460.11819148002,39903.8432981273,HGDP00213,M,Pathan,Pakistan,Pakistan,Central/South Asia,6178.886689,33.5,70.5
HGDP00237,-3004.67429941644,30171.5719789173,HGDP00237,F,Pathan,Pakistan,Pakistan,Central/South Asia,6178.886689,33.5,70.5
HGDP00264,-4423.77352371596,34720.8305060722,HGDP00264,M,Pathan,Pakistan,Pakistan,Central/South Asia,6178.886689,33.5,70.5
HGDP00292,-6397.91625912983,40912.0138853414,HGDP00292,M,Kalash,Pakistan,Pakistan,Central/South Asia,6253.640204,36,71.5
HGDP00323,-7834.47006413347,41704.2023119451,HGDP00323,F,Kalash,Pakistan,Pakistan,Central/South Asia,6253.640204,36,71.5
HGDP00359,2420.08770008808,27560.11705584,HGDP00359,M,Burusho,Pakistan,Pakistan,Central/South Asia,6475.612264,36.5,74
HGDP00417,1531.27679387051,27590.9942022919,HGDP00417,M,Burusho,Pakistan,Pakistan,Central/South Asia,6475.612264,36.5,74
HGDP01021,64904.6915692375,-38809.4477263985,HGDP01021,F,Han,China,China,East Asia,10133.39558,32.3,114
HGDP00778,63518.2308332187,-38006.1793706203,HGDP00778,M,Han,China,China,East Asia,10133.39558,32.3,114
HGDP00821,62406.8049353452,-38200.2902914659,HGDP00821,M,Han,China,China,East Asia,10133.39558,32.3,114
HGDP01292,63326.2128305527,-35889.7339050654,HGDP01292,M,Han,China,China,East Asia,10133.39558,32.3,114
HGDP00723,-34675.4514514746,41666.2231259357,HGDP00723,M,Palestinian,Israel (Central),Israel,Middle East,2887.253661,32,35
HGDP00734,-30681.2082236451,46493.3535498621,HGDP00734,M,Palestinian,Israel (Central),Israel,Middle East,2887.253661,32,35
HGDP00746,-34652.2320628106,45781.5152506276,HGDP00746,F,Palestinian,Israel (Central),Israel,Middle East,2887.253661,32,35
HGDP00021,-17562.6585686247,38712.7443996192,HGDP00021,M,Brahui,Pakistan,Pakistan,Central/South Asia,5842.077841,30.5,66.5
HGDP00045,-12394.8020732393,41476.8288000853,HGDP00045,M,Brahui,Pakistan,Pakistan,Central/South Asia,5842.077841,30.5,66.5
HGDP00068,-6652.6297397234,36692.3145353154,HGDP00068,M,Balochi,Pakistan,Pakistan,Central/South Asia,5842.077841,30.5,66.5
HGDP00092,-9824.37370094942,36524.2736332864,HGDP00092,M,Balochi,Pakistan,Pakistan,Central/South Asia,5842.077841,30.5,66.5
HGDP00109,25886.244447353,6438.80882146769,HGDP00109,M,Hazara,Pakistan,Pakistan,Central/South Asia,6132.580278,33.5,70
HGDP00121,25099.525223556,4684.51610570305,HGDP00121,M,Hazara,Pakistan,Pakistan,Central/South Asia,6132.580278,33.5,70
HGDP00134,-20755.7236196594,35879.033784646,HGDP00134,M,Makrani,Pakistan,Pakistan,Central/South Asia,5704.994418,26,64
HGDP00149,-15589.3446370426,26947.7302315265,HGDP00149,M,Makrani,Pakistan,Pakistan,Central/South Asia,5704.994418,26,64
HGDP00167,-5911.83802203701,32385.0972709562,HGDP00167,M,Sindhi,Pakistan,Pakistan,Central/South Asia,6201.994706,25.5,69
HGDP00191,-3451.65937301735,34685.366022018,HGDP00191,M,Sindhi,Pakistan,Pakistan,Central/South Asia,6201.994706,25.5,69
HGDP00214,-9593.82499145333,39399.5359867924,HGDP00214,M,Pathan,Pakistan,Pakistan,Central/South Asia,6178.886689,33.5,70.5
HGDP00239,-3199.26106183795,29700.755858062,HGDP00239,F,Pathan,Pakistan,Pakistan,Central/South Asia,6178.886689,33.5,70.5
HGDP00009,-13730.1193441496,41269.4156471944,HGDP00009,M,Brahui,Pakistan,Pakistan,Central/South Asia,5842.077841,30.5,66.5
HGDP00298,-6665.33911122291,38971.2984597238,HGDP00298,F,Kalash,Pakistan,Pakistan,Central/South Asia,6253.640204,36,71.5
HGDP00326,-5611.28881933875,39631.7623100029,HGDP00326,M,Kalash,Pakistan,Pakistan,Central/South Asia,6253.640204,36,71.5
HGDP00364,352.51171316095,30353.5639359888,HGDP00364,M,Burusho,Pakistan,Pakistan,Central/South Asia,6475.612264,36.5,74
HGDP00423,1473.11988321715,28650.4548234413,HGDP00423,M,Burusho,Pakistan,Pakistan,Central/South Asia,6475.612264,36.5,74
HGDP00775,63247.6845094469,-37953.0290282952,HGDP00775,M,Han,China,China,East Asia,10133.39558,32.3,114
HGDP00780,61300.6650770053,-37151.0499103229,HGDP00780,M,Han,China,China,East Asia,10133.39558,32.3,114
HGDP00822,63773.6019262972,-38649.6051469868,HGDP00822,M,Han,China,China,East Asia,10133.39558,32.3,114
HGDP01293,61144.2377864927,-36069.2792422351,HGDP01293,M,Han,China,China,East Asia,10133.39558,32.3,114
HGDP00724,-31659.2799176081,47175.8362262866,HGDP00724,M,Palestinian,Israel (Central),Israel,Middle East,2887.253661,32,35
HGDP00735,-30851.7892029533,47198.8772845864,HGDP00735,F,Palestinian,Israel (Central),Israel,Middle East,2887.253661,32,35
HGDP00047,-18693.8900850468,36524.1858083264,HGDP00047,M,Brahui,Pakistan,Pakistan,Central/South Asia,5842.077841,30.5,66.5
HGDP00070,1013.81185868947,24597.7513126148,HGDP00070,M,Balochi,Pakistan,Pakistan,Central/South Asia,5842.077841,30.5,66.5
HGDP00094,-10987.9856011719,38540.0762953094,HGDP00094,M,Balochi,Pakistan,Pakistan,Central/South Asia,5842.077841,30.5,66.5
HGDP00110,21952.1906038439,8383.57619608444,HGDP00110,M,Hazara,Pakistan,Pakistan,Central/South Asia,6132.580278,33.5,70
HGDP00740,-30789.9487977281,49161.2047061962,HGDP00740,F,Palestinian,Israel (Central),Israel,Middle East,2887.253661,32,35
HGDP00122,26263.056967085,6053.52642771485,HGDP00122,M,Hazara,Pakistan,Pakistan,Central/South Asia,6132.580278,33.5,70
HGDP00135,-15016.3189412282,43245.6572894864,HGDP00135,M,Makrani,Pakistan,Pakistan,Central/South Asia,5704.994418,26,64
HGDP00150,-33746.2731574659,15070.8380989578,HGDP00150,M,Makrani,Pakistan,Pakistan,Central/South Asia,5704.994418,26,64
HGDP00169,-4658.85083344102,31888.8122456035,HGDP00169,M,Sindhi,Pakistan,Pakistan,Central/South Asia,6201.994706,25.5,69
HGDP00192,-4476.95457109892,31946.699758353,HGDP00192,F,Sindhi,Pakistan,Pakistan,Central/South Asia,6201.994706,25.5,69
HGDP00216,-4450.33778327293,35940.9469853585,HGDP00216,M,Pathan,Pakistan,Pakistan,Central/South Asia,6178.886689,33.5,70.5
HGDP00241,-6241.67255038318,38816.6653257663,HGDP00241,M,Pathan,Pakistan,Pakistan,Central/South Asia,6178.886689,33.5,70.5
HGDP00267,-7026.68995022519,40249.9167662453,HGDP00267,M,Kalash,Pakistan,Pakistan,Central/South Asia,6253.640204,36,71.5
HGDP00302,-5022.51238047246,39088.4989331504,HGDP00302,M,Kalash,Pakistan,Pakistan,Central/South Asia,6253.640204,36,71.5
HGDP00328,-6242.48754215185,39328.3979140574,HGDP00328,M,Kalash,Pakistan,Pakistan,Central/South Asia,6253.640204,36,71.5
HGDP00371,3298.74282269218,25360.4698014375,HGDP00371,F,Burusho,Pakistan,Pakistan,Central/South Asia,6475.612264,36.5,74
HGDP00428,756.788004027326,30002.8111166767,HGDP00428,M,Burusho,Pakistan,Pakistan,Central/South Asia,6475.612264,36.5,74
HGDP00779,63718.0979818149,-37461.2042698751,HGDP00779,M,Han,China,China,East Asia,10133.39558,32.3,114
HGDP00781,61631.8885356083,-39366.5357057661,HGDP00781,F,Han,China,China,East Asia,10133.39558,32.3,114
HGDP00972,65444.3146057401,-38432.6265454085,HGDP00972,F,Han,China,China,East Asia,10133.39558,32.3,114
HGDP01294,60258.8656989337,-35087.3139607453,HGDP01294,M,Han,China,China,East Asia,10133.39558,32.3,114
HGDP01201,-111262.278829466,-85611.8678497796,HGDP01201,F,Mandenka,Senegal,Central Africa,Africa,5469.912857,12,-12
HGDP01101,62098.6387061745,-37610.4160692813,HGDP01101,M,Tujia,China,China,East Asia,9832.495914,29,109
HGDP01186,60403.2803537456,-37144.7763873243,HGDP01186,M,Yizu,China,China,East Asia,9328.789625,28,103
HGDP01198,63723.5773704639,-37532.8243856782,HGDP01198,F,Miaozu,China,China,East Asia,9875.317612,28,109
HGDP01213,61675.8297839282,-33839.7942772831,HGDP01213,M,Daur,China,China,East Asia,10213.23714,48.5,124
HGDP01225,60570.4695042419,-32848.2044048728,HGDP01225,M,Mongola,China,China,East Asia,9408.954066,45,111
HGDP01237,63527.0072630843,-35610.1091161532,HGDP01237,M,Hezhen,China,China,East Asia,10896.33577,47.5,133.5
HGDP01249,60649.7326516485,-32942.5913939192,HGDP01249,M,Xibo,China,China,East Asia,7110.284347,43.5,81.5
HGDP01305,28341.7006854681,1483.06735882653,HGDP01305,F,Uygur,China,China,Central/South Asia,7071.966822,44,81
HGDP01102,62989.0442616275,-39920.7868387736,HGDP01102,M,Tujia,China,China,East Asia,9832.495914,29,109
HGDP01187,62845.3345005837,-37433.3929643288,HGDP01187,M,Yizu,China,China,East Asia,9328.789625,28,103
HGDP01214,58956.6180026172,-31121.4255316236,HGDP01214,M,Daur,China,China,East Asia,10213.23714,48.5,124
HGDP01226,53133.5100280236,-23683.8347482899,HGDP01226,M,Mongola,China,China,East Asia,9408.954066,45,111
HGDP01238,60861.9315360156,-32156.1539410187,HGDP01238,F,Hezhen,China,China,East Asia,10896.33577,47.5,133.5
HGDP01250,58781.4984614458,-31450.2355539265,HGDP01250,M,Xibo,China,China,East Asia,7110.284347,43.5,81.5
HGDP01306,24937.8201956671,6430.59810975837,HGDP01306,F,Uygur,China,China,Central/South Asia,7071.966822,44,81
HGDP00102,25275.4403195327,6288.69560975445,HGDP00102,M,Hazara,Pakistan,Pakistan,Central/South Asia,6132.580278,33.5,70
HGDP01100,61802.457807956,-38218.2008171034,HGDP01100,M,Tujia,China,China,East Asia,9832.495914,29,109
HGDP01185,61741.440170959,-35308.7164957957,HGDP01185,M,Yizu,China,China,East Asia,9328.789625,28,103
HGDP01197,62577.2600282462,-37910.286496223,HGDP01197,F,Miaozu,China,China,East Asia,9875.317612,28,109
HGDP01212,60290.0789293923,-31998.4642185152,HGDP01212,F,Oroqen,China,China,East Asia,10293.50952,50.4,126.5
HGDP01224,60460.1448880776,-33096.1623818418,HGDP01224,M,Mongola,China,China,East Asia,9408.954066,45,111
HGDP01236,63731.6459525461,-36721.5672713437,HGDP01236,M,Hezhen,China,China,East Asia,10896.33577,47.5,133.5
HGDP01248,57023.2365006086,-30405.8794175779,HGDP01248,M,Xibo,China,China,East Asia,7110.284347,43.5,81.5
HGDP01304,28968.8424112938,2950.92562581654,HGDP01304,M,Uygur,China,China,Central/South Asia,7071.966822,44,81
HGDP00726,-31919.052111154,45871.5302480679,HGDP00726,M,Palestinian,Israel (Central),Israel,Middle East,2887.253661,32,35
HGDP00737,-32351.6879228462,48287.8689241956,HGDP00737,F,Palestinian,Israel (Central),Israel,Middle East,2887.253661,32,35
HGDP00003,-12171.7818558384,40267.6867222357,HGDP00003,M,Brahui,Pakistan,Pakistan,Central/South Asia,5842.077841,30.5,66.5
HGDP00027,-14078.0358696743,37369.7234401457,HGDP00027,M,Brahui,Pakistan,Pakistan,Central/South Asia,5842.077841,30.5,66.5
HGDP00052,-11581.9013099039,40344.2075271629,HGDP00052,M,Balochi,Pakistan,Pakistan,Central/South Asia,5842.077841,30.5,66.5
HGDP00074,-11381.8314403092,40863.783106361,HGDP00074,M,Balochi,Pakistan,Pakistan,Central/South Asia,5842.077841,30.5,66.5
HGDP00098,-14076.2744809241,35159.7736958264,HGDP00098,M,Balochi,Pakistan,Pakistan,Central/South Asia,5842.077841,30.5,66.5
HGDP00112,28789.9063642954,1461.23230646106,HGDP00112,M,Hazara,Pakistan,Pakistan,Central/South Asia,6132.580278,33.5,70
HGDP00125,24963.1347345567,4904.21339281504,HGDP00125,M,Hazara,Pakistan,Pakistan,Central/South Asia,6132.580278,33.5,70
HGDP00137,-15427.1493078059,40804.111740245,HGDP00137,M,Makrani,Pakistan,Pakistan,Central/South Asia,5704.994418,26,64
HGDP00153,-22527.9345199311,34415.9634854911,HGDP00153,F,Makrani,Pakistan,Pakistan,Central/South Asia,5704.994418,26,64
HGDP00173,-20902.478052961,18562.0267994405,HGDP00173,M,Sindhi,Pakistan,Pakistan,Central/South Asia,6201.994706,25.5,69
HGDP00197,-4087.69303815646,33636.6390778723,HGDP00197,M,Sindhi,Pakistan,Pakistan,Central/South Asia,6201.994706,25.5,69
HGDP00220,10750.9776934593,20830.3292572681,HGDP00220,M,Pathan,Pakistan,Pakistan,Central/South Asia,6178.886689,33.5,70.5
HGDP00244,-4442.69031321824,34703.1832535056,HGDP00244,F,Pathan,Pakistan,Pakistan,Central/South Asia,6178.886689,33.5,70.5
HGDP00277,-6246.19580371358,39439.3801342324,HGDP00277,M,Kalash,Pakistan,Pakistan,Central/South Asia,6253.640204,36,71.5
HGDP00307,-5779.50080406726,40014.9877829071,HGDP00307,M,Kalash,Pakistan,Pakistan,Central/South Asia,6253.640204,36,71.5
HGDP00333,-7405.01779359364,40273.8943095312,HGDP00333,M,Kalash,Pakistan,Pakistan,Central/South Asia,6253.640204,36,71.5
HGDP00376,4207.64653804269,22969.8443189928,HGDP00376,M,Burusho,Pakistan,Pakistan,Central/South Asia,6475.612264,36.5,74
HGDP00438,2704.34727080899,30518.2032172837,HGDP00438,M,Burusho,Pakistan,Pakistan,Central/South Asia,6475.612264,36.5,74
HGDP00815,63804.5080123355,-37602.8052939776,HGDP00815,M,Han,China,China,East Asia,10133.39558,32.3,114
HGDP00785,63972.3920785014,-36768.9480705468,HGDP00785,M,Han,China,China,East Asia,10133.39558,32.3,114
HGDP00976,64460.4039403912,-37812.4239689905,HGDP00976,F,Han,China,China,East Asia,10133.39558,32.3,114
HGDP01296,60684.3515667685,-35056.1767420772,HGDP01296,M,Han,China,China,East Asia,10133.39558,32.3,114
HGDP00115,26863.627022252,4778.01006357069,HGDP00115,M,Hazara,Pakistan,Pakistan,Central/South Asia,6132.580278,33.5,70
