"","V1","V2","ID","Gender","Population","Geographic.origin","Geographic.area","region","distance","latitude","longtitude"
"HGDP01315",109.128177197895,-54.4954814732871,"HGDP01315","F","Dai","China","China","East Asia",9343.955377,21,100
"HGDP01326",111.2349868362,-53.1329705866479,"HGDP01326","M","Lahu","China","China","East Asia",9299.626366,22,100
"HGDP01338",112.129960943925,-45.8757324413149,"HGDP01338","M","Naxi","China","China","East Asia",9131.367263,26,100
"HGDP01350",104.442093797526,-33.9144729568322,"HGDP01350","M","Tu","China","China","East Asia",8868.138507,36,101
"HGDP00949",360.900057254116,73.2665660519201,"HGDP00949","M","Yakut","Siberia","Russia","East Asia",9919.809481,63,129.5
"HGDP00961",109.540412049499,-16.8680816999463,"HGDP00961","M","Yakut","Siberia","Russia","East Asia",9919.809481,63,129.5
"HGDP00750",340.61352923505,-54.0632827760191,"HGDP00750","M","Japanese","Japan","Japan","East Asia",11762.10792,38,138
"HGDP00762",133.966021417271,-193.655006974185,"HGDP00762","M","Japanese","Japan","Japan","East Asia",11762.10792,38,138
"HGDP00772",338.227695054803,-55.1643026771995,"HGDP00772","F","Japanese","Japan","Japan","East Asia",11762.10792,38,138
"HGDP00715",96.1557296123924,-35.2653671423556,"HGDP00715","M","Cambodian","Cambodia","Southeast Asia","East Asia",10260.54741,12,105
"HGDP00545",-29.437823288848,-137.025722146911,"HGDP00545","M","Papuan","New Guinea","New Guinea","Oceania",14843.12266,-4,143
"HGDP00490",32.9279987268607,-53.5771415641225,"HGDP00490","M","NAN Melanesian","Bougainville","Southern Europe","Oceania",16168.51405,-6,155
"HGDP00787",25.2430281649711,-59.0906312433557,"HGDP00787","F","NAN Melanesian","Bougainville","Southern Europe","Oceania",16168.51405,-6,155
"HGDP00512",-75.3231410141887,149.271235631216,"HGDP00512","M","French","France","Southern Europe","Europe",5857.478333,46,2
"HGDP00524",-81.5411965383627,146.545938069997,"HGDP00524","F","French","France","Southern Europe","Europe",5857.478333,46,2
"HGDP00536",-82.5569851207359,154.890062835398,"HGDP00536","F","French","France","Southern Europe","Europe",5857.478333,46,2
"HGDP00338",12.1139803628689,69.6564654578046,"HGDP00338","F","Burusho","Pakistan","Pakistan","Central/South Asia",6475.612264,36.5,74
"HGDP00392",127.993373179743,109.509912425021,"HGDP00392","M","Burusho","Pakistan","Pakistan","Central/South Asia",6475.612264,36.5,74
"HGDP01023",139.94796200271,-52.0473196493595,"HGDP01023","F","Han","China","China","East Asia",10133.39558,32.3,114
"HGDP00812",108.690356795284,-587.059776049759,"HGDP00812","F","Han","China","China","East Asia",10133.39558,32.3,114
"HGDP01287",113.084200850885,-45.6856988439248,"HGDP01287","F","Han","China","China","East Asia",10133.39558,32.3,114
"HGDP00625",-198.797501876692,105.140568497625,"HGDP00625","M","Bedouin","Israel (Negev)","Israel","Middle East",2844.946131,31,35
"HGDP01316",114.886486385551,-59.5737927728957,"HGDP01316","F","Dai","China","China","East Asia",9343.955377,21,100
"HGDP01327",208.878236599038,-53.0929101021952,"HGDP01327","M","She","China","China","East Asia",10817.81249,27,119
