,0,1,2,3,4,5,6,7,8,9
93,-0.050081029,-0.33405012,0.124134413,0.539505304,-0.035623588,0.117584849,0.395140582,-0.169603854,0.087426956,0.586926965
94,-0.077635862,-0.120673471,0.188303998,0.219240107,0.111135698,-0.033149398,0.232715212,-0.16544048,0.209032082,0.316582329
95,-0.026681436,-0.175353548,0.024480717,0.300568829,-0.217051812,0.247169627,0.216263478,-0.415009266,0.2340616,0.021176358
96,-0.287127489,0.021672315,0.462221613,0.142080331,-0.047758872,-0.00923942,0.294834396,-0.195219419,-0.558460637,0.191158435
97,-0.047338877,0.125602714,0.126173742,-0.0810244,0.243665715,0.116648275,0.282120748,-0.082565985,-0.241617431,-0.235334553
98,0.052537745,-0.183866845,-0.181793013,-0.289273322,0.397234292,0.206005708,0.374963978,0.066420733,0.049664358,0.405691257
99,-0.241749524,0.093514777,-0.276584905,-0.319351649,0.117675699,-0.112166165,0.031407186,-0.069619276,-0.374148504,-0.511327246
100,0.14851567,-0.251107591,0.099580041,-0.363185344,-0.259846821,0.602053902,-0.244348231,0.326035314,0.381523643,0.134204936
101,-0.150179453,-0.400561834,0.006709129,0.430132331,-0.206461389,-0.419477111,-0.361536602,0.119437154,0.26086602,-0.023991839
102,-0.058724205,-0.155212283,0.197801695,0.15482681,0.288222255,-0.105291133,-0.345853233,0.288478065,-0.502603991,0.633960998
103,0.008846673,-0.158114699,0.482725454,0.369471002,0.047024613,-0.319334256,-0.425884173,0.152018507,-0.31115686,0.462689271
104,-0.014190306,-0.131058352,-0.010457849,0.270574672,-0.301022261,0.001895081,-0.225293648,-0.115571834,-0.038122788,0.145221481
105,-0.632149101,0.460385642,-0.123205696,0.143985587,-0.187118975,0.195975794,-0.325907385,-0.255596558,0.237945278,-0.093502996
106,-0.153038915,0.514231385,-0.112642144,-0.219955418,-0.173437306,-0.518213098,-0.222833092,-0.590076258,-0.092739943,-0.042535778
107,-0.073139264,0.129766706,-0.24181351,-0.078408131,0.003040982,0.090909467,0.420183479,-0.029008845,-0.300812724,-0.304751549
108,0.005101852,0.123162439,-0.430717075,0.094742442,-0.692946272,-0.495848167,0.199046667,-0.349210977,0.291366372,-0.04850926
109,-0.615194466,-0.220370898,0.265551707,0.301917534,0.287494799,-0.051146144,-0.394585835,-0.384122639,0.132695698,0.388448019
110,-0.022465032,0.116763824,0.256686098,0.020367908,0.057344774,0.0465944,-0.12477428,-0.145129059,-0.073176071,0.220153087
111,0.024043226,-0.167296392,0.059905913,0.86950127,0.345213205,-0.096973701,-0.769086066,0.345227705,0.244312947,0.294137605
112,-0.198941757,0.22499905,0.305599606,-0.385827607,0.161156644,-0.12425035,-0.035479704,-0.022278086,0.138122512,-0.256316205
113,0.127438645,0.093375208,0.009626266,0.040140941,-0.113071404,-0.466441933,0.109741049,0.094429419,0.069739692,-0.675025052
114,0.505844881,-0.142377963,-0.075193155,-0.168007289,-0.205305416,0.39895064,0.527119933,-0.275509073,0.470927502,0.066325442
115,0.010342615,0.457496343,0.004442831,-0.65371409,0.182943088,-0.194812331,-0.219261225,0.510555594,0.298162534,-0.157398777
116,0.060924077,-0.273559056,0.451727475,0.220425808,-0.047591454,0.096632768,-0.285130658,-0.356367416,0.297068677,-0.174392288
117,-0.541204523,-0.252345721,0.27631281,0.366649589,-0.276683787,0.378239623,-0.042162505,-0.275564137,0.220157513,0.391936098
118,0.118004547,0.291397551,-0.128951573,-0.166510633,0.056914937,0.038557445,0.19400186,-0.100489126,-0.145910131,-0.271412754
119,-0.354854826,-0.278198721,0.183342646,0.232191961,-0.431034113,0.482725457,-0.530157534,0.015902454,0.004428418,-0.039385649
120,-0.506324742,-0.182487439,0.311421458,0.2768186,-0.228873024,0.248042832,-0.065807759,-0.332991206,0.524395334,0.258304913
121,0.685911387,0.408192489,-0.481533036,-0.188859938,-0.204259289,0.355650123,-0.059074908,-0.129497998,-0.107900297,-0.111375435
122,0.284374996,-0.164533905,-0.19353262,-0.162707997,-0.071323894,0.189486964,-0.101720384,-0.391398184,0.289725483,0.101460811
123,-0.28479556,0.257760943,-0.256422149,-0.310040052,0.256792821,-0.474386387,0.051634915,0.303276634,-0.120506724,-0.29552502
124,-0.206445862,-0.181552395,0.703281679,0.23085894,0.173051813,0.17079774,0.055220599,0.005267642,0.199380343,0.043592839
125,0.024717635,0.303039779,0.518190906,-0.153194762,-0.239039802,-0.651742476,-0.096461107,-0.186459959,0.151615987,0.034484425
126,0.051840322,-0.119031079,-0.269766395,-0.368456392,0.123513683,0.194947358,0.337038049,-0.15970658,-0.459229032,-0.381872474
127,0.420661692,0.201792614,-0.295185438,0.303554739,-0.350139627,-0.245144315,0.089021001,-0.159346071,0.293124247,-0.575117005
128,-0.061387957,0.191900035,-0.150156602,-0.196798081,0.108285478,0.226691464,-0.175696724,-0.450141083,0.202040055,-0.268038177
129,-0.339390005,0.285034326,-1.006887845,-0.013737706,0.194576624,0.669090158,-0.103818558,0.464327996,0.253937474,-0.165615479
130,0.045433867,0.446694633,-0.201277666,-0.197386401,0.618181992,0.243603424,-0.077952601,0.36801555,-0.269213425,0.18936331
131,-0.097897346,0.053529773,-0.198579493,-0.32253544,0.036619503,-0.133277203,0.291353338,0.079978425,-0.12825224,0.475406696
132,-0.403942539,0.088909089,-0.177925927,-0.25082835,0.332315751,-0.043900922,-0.077107798,-0.375972369,-0.18036935,0.391883151
133,0.054085838,0.162012731,-0.392664777,-0.318617757,-0.002372928,0.050062314,0.083803379,0.158688105,-0.247091278,-0.109966644
134,-0.17056056,-0.081009969,-0.396669227,-0.359948875,-0.065993573,0.197858054,0.426031789,0.152755442,-0.178791504,-0.322065038
135,-0.091585066,-0.059627224,-0.001676854,-0.426825478,0.238213915,0.026022732,0.221028283,0.170805254,0.012625353,0.175719772
136,0.1217176,0.536969268,-0.278843986,-0.401868198,-0.154683307,-0.368283287,0.15930515,0.585364183,-0.08981399,-0.219716462
137,-0.025613562,-0.323165343,0.0727284,0.983926587,-0.165102777,0.66955944,-0.417240814,-0.047064393,-0.075891959,0.78857888
138,-0.203106179,0.147268244,0.143681467,0.048057218,0.134296937,-0.125120366,0.302804261,-0.352433031,-0.21369364,0.106223867
139,0.070272972,-0.61086543,-0.112202108,0.526505276,0.695743871,-0.209519182,-0.390451194,-0.422902262,0.063417829,0.208854951
140,-0.00900317,0.007000995,-0.07000213,-0.120636193,0.087014566,-0.139963948,0.070466066,-0.087960143,-0.110688974,0.185590453
141,-0.381098644,0.024378608,0.094494942,0.237180233,0.390916865,-0.69332412,-0.160845835,0.128050816,-0.045237226,0.191968399
142,0.18262335,-0.007629309,-0.026632341,0.339441945,0.686722348,-0.324964793,0.102622395,-0.060731356,0.119716275,0.866828388
143,0.054877539,-0.271129908,0.230155144,0.093898723,0.035194169,0.153403825,0.593323843,-0.521463798,-0.050762426,-0.241281541
144,-0.225125394,0.078503866,0.192459814,0.200669739,-0.66828585,0.202532219,-0.482920535,-0.297308071,0.185765291,0.260064323
145,-0.23471045,0.441983563,0.623117859,-0.646559516,0.029208785,-0.183227325,0.194590109,0.476312008,0.296117491,-0.015687805
146,0.106241592,-0.354634198,0.078877572,0.115655906,-0.127098248,0.118963617,-0.288835551,-0.252529697,0.208619073,-0.173430665
147,-0.11859682,-0.141422755,0.305696976,0.289151343,-0.120844198,-0.270582796,-0.396870914,-0.242147827,0.524640073,0.515306111
148,0.345371793,0.21321613,-0.571993021,0.035595103,0.359914985,0.150756111,-0.312446551,0.655079251,-0.769138026,-0.127957661
149,0.377252862,-0.114642196,-0.348393181,-0.461149024,-0.096948854,-0.154567059,0.173901875,-0.122670002,0.002275857,-0.137409368
150,0.440826825,-0.153087761,-0.195432854,-0.234812383,0.271970034,-0.245795902,0.490119926,0.388147736,0.099933382,0.093492127
151,0.181936038,0.30255722,0.14603355,0.13429027,-0.275228799,-0.334044192,0.389260844,0.237560883,-0.336479651,-0.158961633
152,0.063980653,0.012706293,-0.075665865,0.142662773,-0.033181322,-0.242097374,0.490683799,-0.001683624,-0.031169093,-0.109830298
153,0.108566639,0.192313023,-0.202121128,-0.117357142,-0.105735949,-0.250384866,0.363596795,0.228164165,-0.150634139,-0.477530271
154,-0.201348634,-0.16359849,0.737474925,0.394093605,0.500664497,-0.101146125,-0.355672665,-0.2773735,-0.207466734,0.530967895
155,0.472186339,-0.059950531,0.06051328,-0.309595634,-0.00945091,0.255280379,-0.117550639,0.045190163,-0.089644042,-0.779353008
156,0.163272101,-0.146332542,0.170634974,-0.20233466,0.241240767,-0.016620582,0.376015648,-0.22802369,-0.147113083,-0.388721458
157,0.089346739,-0.030599003,0.193279999,0.330076688,-0.064143097,0.189354701,0.045454774,-0.114720069,-0.154169218,0.532432357
158,-0.126302669,-0.284128718,0.273749653,0.31280695,-0.075625991,0.291501942,-0.009715246,0.09523112,-0.099042644,0.245102559
159,0.204452856,-0.132415192,-0.349865189,0.196621925,-0.215983312,-0.063502817,-0.40779586,0.392336239,0.057543364,-0.712702244
160,-0.129409851,-0.301267078,0.634538687,0.292672655,0.005859885,0.17741468,0.060188444,-0.342352266,0.086167747,0.068798416
161,-0.039805826,0.080757647,0.296845931,-0.399311147,0.303834024,-0.061732303,-0.006855792,0.208247049,-0.477801055,0.410789625
162,-0.257785615,0.014811005,-0.163339758,0.255420912,-0.009556467,-0.317007408,0.154746822,-0.178953746,0.170163427,-0.269231826
163,-0.090739418,0.129702197,0.164572653,0.05508152,-0.110531634,0.051091788,0.140405779,-0.398833676,0.0891681,0.08900958
164,-0.15699616,0.174187758,0.061357882,-0.375440166,0.133024445,-0.00688079,0.049556494,0.178635192,-0.172644269,-0.231377114
165,-0.122832063,0.060320553,0.059375121,-0.198126346,-0.210776442,-0.235750679,0.118475073,-0.140231848,0.149632574,-0.253544457
166,-0.257127335,-0.147988694,0.008590588,0.281209554,0.252053772,0.085311747,-0.017510544,-0.018817071,0.003041357,0.174212096
167,0.218495953,0.036191418,-0.302143942,-0.186559475,-0.235364104,-0.163726057,0.320690781,0.168020967,0.262929228,-0.315009989
168,-0.002961365,-0.041824497,-0.153452401,-0.324993057,-0.375793689,-0.411042562,-0.041787513,-0.063778746,0.117194322,-0.225202568
169,-0.005813672,0.505102213,0.308495043,-0.376067592,0.158569733,-0.202451064,0.027561349,0.237931735,-0.138973977,-0.001774148
170,0.461755944,0.143243252,-0.413523757,-0.517525327,-0.330011371,-0.653426216,0.198343662,0.177973608,0.079843343,-0.334692861
171,-0.014125262,-0.165194551,-0.153208583,-0.326095379,-0.260102164,-0.17330884,0.496771294,-0.44108906,0.303550498,0.123103818
172,0.339270996,0.131302364,-0.05261293,-0.049748034,-0.170241429,-0.50057865,0.428739746,-0.251099213,0.50556908,-0.036572207
173,-0.079384268,-0.182509624,0.089104412,-0.198220625,-0.091031414,-0.053567014,0.474888708,-0.477749323,0.299867358,0.131751154
174,0.386835862,0.044959653,-0.542311146,-0.057917729,-0.165713913,0.042625612,0.016780447,0.702189735,0.084176648,-0.509292198
175,0.15950856,-0.005101243,-0.07031075,-0.052201767,0.006674529,0.019998538,0.29718827,-0.382394697,0.177701941,-0.293606887
176,-0.328358585,-0.212993146,-0.16664289,-0.13952877,-0.160449606,0.254762141,0.395601423,0.127560357,-0.10474226,-0.50775878
177,0.04241389,0.090777863,-0.129717945,-0.471593729,0.127750407,-0.074791934,0.130413995,-0.006566365,-0.197276662,0.120503379
178,0.048887099,0.107734207,-0.649254896,-0.226388673,-0.145998848,0.097917774,0.119273697,0.457878874,-0.20889643,-0.678946238
179,0.172759588,-0.201875314,-0.177151255,-0.324145593,0.244798642,0.477701695,0.11908689,0.220951628,-0.235208529,-0.561464941
180,-0.061779088,-0.020830226,-0.055696726,-0.200571359,-0.324775043,-0.198894043,0.356650171,-0.474020456,0.459346345,0.239911014
181,0.122283788,-0.199132144,-0.256023089,-0.138298106,-0.044772078,0.443595323,0.324484724,0.032097897,-0.354935341,-0.392748258
182,-0.255745801,-0.240488108,-0.341380264,-0.231242924,-0.217187101,-0.028108906,0.168808861,-0.258484082,-0.013406531,-0.363395543
183,0.838422191,0.041744734,-0.456579696,0.145780253,-0.307140908,-0.370969617,0.122117457,-0.353526691,0.354862164,-0.067087441
184,-0.250834589,-0.157023673,-0.428853982,-0.257779168,0.290103688,0.194028559,0.172136581,0.03009986,-0.42062292,-0.130559237
185,0.317144988,-0.090348273,0.211293308,0.114730291,-0.230117258,-0.064794263,0.358922354,-0.280177437,0.146514511,-0.019100512
186,0.00899224,-0.076008191,-0.165452794,-0.199283773,-0.051231246,0.37148091,0.508024973,-0.150805718,-0.312817461,-0.386092659
187,0.01154629,-0.219699778,-0.144536213,-0.085184113,-0.055292072,0.0404181,0.147957642,-0.056052329,-0.120035401,-0.508083422
188,-0.100316255,-0.104724689,-0.277521484,-0.161735038,-0.196825915,-0.561776352,-0.404569002,-0.058285923,-0.08923149,-0.145889372
189,0.229962257,-0.017554723,0.099691017,-0.064718204,0.213470151,-0.24676144,-0.112074861,0.097007026,0.09256479,-0.209201409
190,0.058637315,0.03910087,-0.1247889,-0.079687249,0.310364572,-0.126885283,0.267765006,-0.107033624,-0.236126508,-0.105999852
191,-0.027789313,-0.147818042,-0.328854535,-0.050659059,0.40547847,0.165493452,0.415173758,0.027505493,-0.447372973,-0.627573105
192,-0.05166692,0.033822238,0.20656104,-0.306427936,0.120359979,0.085439826,0.302181249,0.004969785,-0.086903588,-0.059550657
193,-0.089701733,0.000673032,0.027376289,-0.293294109,0.102766163,-0.174891324,0.288464976,0.026199707,0.130068991,0.187344378
194,-0.054282464,-0.376705887,-0.234823652,-0.008769222,-0.344015606,0.197294088,0.201546761,-0.432381419,0.253255148,-0.172145411
195,0.026752531,0.285091833,0.418529277,0.056675448,0.19327772,-0.116008894,0.08319598,0.079201608,0.063583668,0.055196875
196,-0.034249744,0.215398937,0.032631523,-0.174299824,0.415171961,0.248117707,0.323429161,0.240130538,-0.451537097,-0.080463011
197,0.111113968,0.314270409,-0.026135506,-0.092073691,-0.234284097,0.172317167,0.015675228,0.093010302,0.067630124,-0.304111408
198,-0.307852967,-0.120756573,0.038027918,-0.606557689,-0.079600619,-0.17881527,0.125399374,-0.051395885,0.088288856,-0.206904014
199,0.074841707,-0.319955115,-0.17657466,-0.044896219,0.280769113,0.273539204,0.098865514,0.315430321,-0.370498974,-0.244925067
200,0.688812709,0.212626149,-0.672849572,0.059504894,-0.185599079,-0.184173463,0.12840465,-0.232941201,-0.214183032,-0.05417752
201,-0.10692929,0.008334956,0.219220184,-0.017552842,-0.24916579,-0.114352626,0.391153081,-0.097991494,-0.010996909,0.077409179
202,0.111332244,-0.155588144,0.168501371,-0.220256741,0.035683453,0.099384867,0.044776389,-0.153456413,-0.295165546,-0.70073939
203,-0.080782415,0.055845174,0.201055013,0.160208371,-0.028390728,0.212864803,0.403616126,-0.422714067,0.216725287,0.139422964
204,0.237823455,-0.204383738,-0.087255287,-0.220757857,0.22128679,-0.153852635,0.169375937,-0.435454261,-0.19877737,-0.168141904
205,0.257012265,0.411454297,-0.103886049,-0.427833951,-0.376387414,0.178070316,-0.097165547,0.221506172,0.318474768,-0.209925905
206,0.03586054,0.266178193,0.022084454,0.154625778,0.104274733,-0.426544227,0.130128493,0.266521768,-0.418385303,-0.329691546
