,proposed,funk svd,soft impute,knn impute,truncated svd
0,0.7175807238603725,0.7254397058734932,2.3799833307372658,0.830573233300369,2.3451804766411586
1,0.7151738864064178,0.7255466422436857,2.3742186938984524,0.8352093875593797,2.3359630194429446
2,0.7204324369419092,0.730567497352474,2.3613864771046376,0.8391271128829328,2.3299267596802284
3,0.7151374304719887,0.7228233102267186,2.38578444630004,0.8355930196898549,2.344740431766441
4,0.7121037735334287,0.7175518071878805,2.38084229477388,0.830918326696267,2.3321374257923075
5,0.7168392924959714,0.7199743447572968,2.373568794643072,0.8423867914686576,2.3374185256238253
6,0.708488918003321,0.7199946418530552,2.387875949714966,0.832248622848256,2.351309004681348
7,0.7133431191798555,0.7256042339292017,2.3768185423611907,0.8371757615693428,2.342857290517624
8,0.716160804775858,0.7210602817691363,2.3915278015197496,0.8253325152059149,2.352074723831794
9,0.7098211923817154,0.7162994023927391,2.385858917858795,0.8259020172040126,2.3513888631690656
10,0.7156392869849072,0.7262116389627643,2.3924248604195695,0.835585225208669,2.357165914977487
11,0.7127550654638227,0.7187566123867904,2.384237141862001,0.8322349530606727,2.351653857563659
12,0.7137234110499027,0.71795038945459,2.376227548284956,0.833821630814141,2.340063879273929
13,0.7138657097622882,0.7211735887446336,2.376106410219373,0.8356737740866105,2.343576588035682
14,0.7090597397579872,0.7169209613040464,2.386602605037833,0.8270540581226756,2.351732788489511
15,0.7178056377058278,0.726836351169565,2.3768318054285684,0.8433693021305773,2.340435570397457
16,0.7149702441135009,0.7217709002199626,2.390103004753296,0.8378939834995306,2.3487049215828844
17,0.7168443464401089,0.7222097617548837,2.37377592636552,0.836815744592818,2.334335434362478
18,0.7128375382738974,0.7210142262553397,2.392798442009632,0.8343831265822399,2.3528245559172904
19,0.7102952699683638,0.7196600696005199,2.384048344030904,0.8312757907806885,2.3508922201138636
20,0.7133481010586936,0.7200727353941969,2.383861258274874,0.8282568105740338,2.344903736703888
21,0.719451089949713,0.7259001490850238,2.3884334058058303,0.8337726465647108,2.3490010280359193
22,0.7129509039474263,0.7211234483260093,2.3744744957678545,0.8344538709959864,2.340084403259183
23,0.7123431030353559,0.720985132780087,2.3787973358627603,0.831732117808983,2.339231007669124
24,0.7139177785303455,0.7227794318716296,2.3910712397744667,0.8398240155965312,2.353202566559474
25,0.70958566028695,0.7184920084013735,2.3737848834079758,0.8406501280911943,2.337675011585752
26,0.7173229913579998,0.7274707647089694,2.3748260389188585,0.8370344673937294,2.3367683122463077
27,0.7186534853303727,0.7273616220063269,2.3878569449273432,0.8317069824510825,2.3472465241727845
28,0.7156362798099577,0.7210021018766387,2.3795506705085807,0.8334517161547937,2.341820457284667
29,0.7061555569258412,0.7138702188153174,2.3910525939855534,0.8271627127319422,2.3505770851536263
30,0.7269494627627451,0.7316426755940341,2.3777895180167494,0.8413455783979591,2.34345131858081
31,0.7148870982775788,0.721227106686218,2.3845473435799875,0.8314555504169875,2.345729883313333
32,0.7166269504739745,0.7251253708935769,2.3858424423550706,0.8384685111410152,2.3514729992291263
33,0.7147216046657888,0.7266326181332207,2.375137102104948,0.8345129121444023,2.33906283900999
34,0.717952956066155,0.7218385369189697,2.3800920346847403,0.8338227279303999,2.3363395821455284
35,0.7099387058616511,0.7213413760716653,2.3906272923579532,0.8328983473603737,2.3564679584305597
36,0.7143958935786903,0.7229645557544582,2.3817151102630727,0.8341882765435339,2.344595407761311
37,0.7158228439707287,0.7244730446128781,2.3831686010201216,0.8359008344307159,2.351949284267236
38,0.7151184470116417,0.7202118091905805,2.385797627426246,0.8291725601441571,2.345880112864197
39,0.7082927954617547,0.7168442936319942,2.397766114127908,0.8346223159708321,2.359021279936882
40,0.7081449958745419,0.7146018198663835,2.3822517536943897,0.831329527184305,2.351615910979562
41,0.7158011345012454,0.7254290387728375,2.3933866745866035,0.8358546786330439,2.3468503371895726
42,0.7164113209220909,0.7231878661593337,2.383402724146731,0.8326283469229796,2.343987200911346
43,0.7115440086777521,0.721375708892222,2.375471001748096,0.8339849574002032,2.3420348380294937
44,0.7179344001824564,0.7237103694226972,2.3778125154731797,0.842018819574397,2.346637369039823
45,0.7179034274217484,0.7249864534052036,2.3720347937175736,0.8426715708391712,2.3376001738475742
46,0.7136768648812678,0.717841388114497,2.3845551688125086,0.8312917640867592,2.3491490608085246
47,0.7093872368479346,0.7187635849519196,2.388948711696386,0.8275028689755302,2.352128614390982
48,0.7143305718426398,0.7227269662451393,2.3883369592851893,0.8358934440270146,2.3488637464839446
49,0.7159760866807751,0.7237290714351254,2.3790991408522895,0.8356404672692249,2.343403289664474
